Title,Location,Url,Details.Raised,Details.Target,Details.MostRecentDonation,Details.Created,Details.Organization,Details.OrganizationDetails,Details.DonationCount,Details.Story
"Support The High Lane Food Bank","High Lane, North West England, United Kingdom",https://www.gofundme.com/f/support-the-high-lane-food-bank,550,500,2020-04-27T07:59:51.0000000-05:00,04/08/2020,,,18,"We have set up a food bank to support the community of High Lane during the Covid-19 crisis. Many people may find themselves struggling to afford food in the weeks ahead. Please donate what you can to help provide food and essentials during this time of crisis.
The food bank is a valuable resource and will be available to all residents of High Lane who find themselves in need."
"Winsford food bank","Winsford, North West England, United Kingdom",https://www.gofundme.com/f/winsford-food-bank,120,200,2019-11-26T20:12:28.0000000-06:00,07/23/2019,,,15,"We are raising money with NCS, Nation Citizens Service. We are raising money to provide the mid Cheshire food bank with money but also food. We will be raising as much as we can so we can help change people’s lives who aren’t fortunate to have money to afford food. Donate as much as you would like. Anything would be appreciated
kind regards, NCS A TEAM"
"Food bank support through Covid 19","Rubery, West Midlands, United Kingdom",https://www.gofundme.com/f/food-bank-support-through-covid-19,520,200,2020-04-23T13:50:28.0000000-05:00,03/20/2020,NEWSTARTS,"Registered nonprofitDonations eligible for Gift Aid.",21,"Hello, 

NewStarts is a charity supporting vulnerable people with in our community. They run food banks and regularly support over 10 families a week. Over the past few weeks the number of family’s and people in dyer need of food has drastically risen and it’s growing daily..
They are quickly running out of food to support the people in our community who need it. 
Since setting up the support group we have been asked regularly if they could donate money to support the cause. Well now you can. We have such an urgency to get food parcel to the people who need it most. So many are having to self isolate and it’s just getting worse day by day. Please anything you can spare will go directly to these wonderful people to help buy the supplies they need to support our community. Thanks very much. Trish, Lyndsay, Claire and the Admin team. "
"Lucas capitals burton food bank donation","Church Gresley, East Midlands, United Kingdom",https://www.gofundme.com/f/lucas-capitals-burton-food-bank-donation,255,150,2020-05-14T03:07:11.0000000-05:00,04/23/2020,,,22,"Do you want to join me in making a difference? I'm raising money in aid of BURTON UPON TRENT AND DISTRICT YMCA reconnect and every donation will help. Thank you in advance for your contribution to this cause that means so much to me.

Lucas decided to make good use of his time during the Easter holidays by accepting the challenge of learning capital cities and their countries. Family and friends donated money for each correct capital. After a live “capital city quiz night’ He can now tell you the capital city to over 150 countries and earned £128 So far in donations which we transformed into a food bank donation for Burton food bank. Here is what he delivered today...needless to say they were very grateful. Thank you to all of those who donated so far, we love you all x

Lets help Lucas raise even more to get a second food donation for them!"
"Food Bank Storage and Distribution","Grangemouth, Scotland, United Kingdom",https://www.gofundme.com/f/food-bank-storage-and-distribution,200,1000,2020-05-12T08:23:55.0000000-05:00,05/04/2020,,,10,"People are in need at this time.

We have made our offices available at no cost to store Food and Other Items for Local Foodbanks. Demand is growing and we need more shelf space, more food boxes, and more volunteers on-site and on delivery. If you can donate cash, great. If you can donate shelving, great, if you can donate your time and transport, great.

The poorest and most in need in the Grangemouth and Falkirk Areas will benefit. The funds will be used to Rent Shelving Units, Buy Food Boxes and a Printer to enable us to Print Flyers and Labels.

The funds are needed now as our 3,610 sq feet of space is filling up fast.

Alex Fleming taking in a delivery.



We will be extremely grateful and thank you for your help. However large or small this will be appreciated by our team and by the users of the Food Banks served. Alex."
"Deans & Haven Foodbank Fundraiser","Saltdean, South East England, United Kingdom",https://www.gofundme.com/f/deans-amp-haven-foodbank-fundraiser,2718,-1,2020-04-16T08:42:58.0000000-05:00,03/17/2020,,,53,"We are raising money for our local foodbanks, firstly, Seahaven Food Bank. Through raising this money, all proceeds will go directly to paying for groceries to support our foodbank. They already struggle with the need for more donations, so this will help guarantee they have the supplies they require. 

Lidl in Newhaven has very kindly agreed to add to their store order whatever is required on a fortnightly basis by the foodbank. We then need to pay them for the groceries, but they will hold the items aside, specifically for the foodbank, as long as items are still available. 

We aim to raise more than the suggested total, so that we can continue to support our Seahaven Fod Bank over the coming weeks and months."
"All Our Local Food Banks","Thornaby, North East England, United Kingdom",https://www.gofundme.com/f/thornaby-baptist-church-food-bank,260,1000,2020-04-24T08:01:50.0000000-05:00,04/02/2020,,,9,"Sergio And Raffaella Peretti
20 Cumbernauld Road
Thornaby
TS17 9BE

Hi everyone,

I hope this message finds you all safe and well.

I am currently at home on my own most days losing my mind in self isolation. As I sit here watching so many brave people in all sorts of walks of life putting themselves and their families at risk without a second thought, I have decided to do my bit and to raise funds for our local food banks here in all our local areas. These will include Middlesbrough, Thornaby, Stockton - On - Tees and Billingham.

I will contact each local food bank and ask if they would like me to take them stock directly or if they would prefer the cash so that they can prioritise exactly what they need.

All I am looking for is any spare change type donations which will go a long, long way to helping those in our local community in the greatest need of all.

If you are unable to donate anything just sharing this post will help raise funds for those who have fallen through the benefits system, or do not qualify for any of the government help.

I am kicking off the fund with a donation of £100.00

Thank you for your time.

Sergio."
"Help RKF Food Bank during the COVID crisis","London, Greater London, United Kingdom",https://www.gofundme.com/f/help-rkf-foob-bank-during-the-covid-crisis,1020,1000,2020-05-14T08:59:43.0000000-05:00,04/19/2020,,,27,"Due to the COVID crisis the RFK Food bank, where I've been volunteering for the last 3 years, is struggling to cope with the higher demand of help. More than ever Food Banks needs our help so we can support families providing them with food and support. Please help me raise money to keep this charity providing for the many families (60 in recent weeks) that are in desperate need of food at this very sad time. Thanks Francesca. https://www.rukhsanakhanfoundation.org/feed"
"Raising money for local food banks","Barrow-in-Furness, North West England, United Kingdom",https://www.gofundme.com/f/rasing-money-for-local-food-banks,1058,400,2020-04-01T05:07:01.0000000-05:00,03/29/2020,,,60,"As a cricket team we have decided to raise some funds to donate to local food banks to help support local families that may be struggling financially amidst the Coronavirus pandemic. With local businesses forced to close their doors leaving some people short of an income it is important to look after the local community and this is something Barrow FoodBank does year round with the help of dedicated volunteers. Please join us in donating anything you can to help those that require a helping hand in these tough times."
"Romney Marsh Morris supporting Shepway Food Bank","Ashford, South East England, United Kingdom",https://www.gofundme.com/f/romney-marsh-morris-supporting-shepway-food-bank,120,250,2019-09-10T19:59:41.0000000-05:00,08/09/2019,,,7,"The Romney Marsh Morris supports the local community and is holding a fundraising karaoke and disco on 28 Sep at Dymchurch Village Hall in support of the Shepway Food Bank. For those people who cannot be there in person but can in spirit, this is an opportunity to show your support by buying ""Ghost"" tickets in multiples of £10, £8 or £5. Minimum donation £5, maximum donation £10,000! We support our local community. Can you?"
"Abi's Homeless and Foodbank Appeal","Catterick Garrison, Yorkshire and the Humber, United Kingdom",https://www.gofundme.com/f/abi039s-homeless-and-foodbank-appeal,240,600,2019-10-11T07:29:51.0000000-05:00,09/09/2019,,,12,"Abi will be doing a 160ft bungee jump in aid of raising money for local food banks and the homeless ruck sack appeal within Barnsley. For her 14th birthday she had asked to do a bungee jump and then later wanted to raise money for worthy causes. We all experience times in our life where we need a helping hand and Abi is passionate when it comes to helping others. We are aiming to raise as much money as we can to help get families and homeless people through the harsh months that are due to begin soon. Please help us raise as much as possible."
"Covid-19 Hanham Food Bank","Bristol, South West England, United Kingdom",https://www.gofundme.com/f/covid19-hanham-food-bank,2515,3000,2020-04-30T07:59:55.0000000-05:00,03/23/2020,,,47,"During the Covid-19 period, we are expecting a large number of families in the area to need extra support. We are asking for donations to the food bank (which will be based at the Holy Trinity Church in Kingswood). We have a few wholesalers involved who we will be able to order supplies from.

Please donate what you can during this time! You’re donations will ONLY be used for food and PPE where necessary for the volunteers. 

If you would prefer to donate food rather than money, details will be available on the Hanham Covid-19 Facebook page very soon! Thanks all, Vicky xxx "
"Supplies for Glasgow South East Foodbank","Glasgow, Scotland, United Kingdom",https://www.gofundme.com/f/supplies-for-glasgow-south-east-foodbank,260,260,2019-06-05T09:34:29.0000000-05:00,12/10/2018,,,19,"Hello, friends! Take a little bit of time to read this! 
I am not a huge fan of what Christmas has become, never have been, so every year I have been thinking of ways to make it better. This year, I have finally decided on what I want to do for Christmas. I am not interested in buying presents or receiving them, instead I want to put my money towards those in need. Food banks in Scotland are struggling to supply for people, as the demand is increasing heavily. So I have decided to start up a small fundraiser, to then take it to the shops and get all of what they’re needing - toiletries, tinned soup, beans, cereal etc. Last night I contacted, specifically, the South East Food Bank in Glasgow and they sent me a list of their most needed goods. If we could all take a couple minutes out of our days and donate even a little bit, that would be amazing! Any amount of donation is highly appreciated, as I feel very strongly about this cause!"
"Help South Manchester Food Banks survive","Manchester, North West England, United Kingdom",https://www.gofundme.com/f/1xp1o46hao,185,500,2020-03-29T10:20:22.0000000-05:00,03/22/2020,,,8,"I’m sure you’ve all experienced it by now; the food shopping frenzy just to buy your basic essentials such as bread,eggs,milk and toilet rolls. These have all become luxury items nobody can seem to get their hands on without visiting multiple stores which not everyone can do. Demand on resources has not been higher, so kindness,generosity and compassion for those around us in this time of need is more needed than before. The food banks in South Manchester are in desperate need of help. The food bank we support is Compassion Food Bank in Moss Side, which is run purely on volunteers mainly to wonderful women to make all this possible. Food banks feel huge pressures at Christmas, so you can’t even begin to imagine what they are dealing with to feed our nation and our community. I have set up this fundraiser to do what WE can as a community . Unfortunately because of social distancing rules all of the food banks are only accepting online donations from individuals for the foreseeable future. Please help this cause in anyway you can. “ Unexpected kindness is the most powerful, least costly and most underrated agent of human change”- we all have to play part in making these dark times more bearable for one another so please give what you can to this heart-felt cause. "
"Help Lagos Food Bank meet urgent needs in Lagos","London, Greater London, United Kingdom",https://www.gofundme.com/f/supportlagosfoodbank,1306,800,2020-05-02T16:41:44.0000000-05:00,04/14/2020,,,41,"
As part of our COVID19 response and in recognition of the emergency needs of families in Lagos, Canon Education is working in partnership with Lagos Food Bank as they serve families in Ebutte Metta. 

Many of our school children come from this area of Lagos and their families are in desperate need of food and other emergency supplies. Your support is greatly needed and appreciated as we work with Lagos Food Bank to meet these needs. 

Thank you in advance and all money raised will directly benefit families in this low-income area of Lagos. We will keep you updated on how your support directly impacted their lives.

About Canon Education: We are focused on driving the STEM (Science, Technology, Engineering & Mathematics) Education revolution in Africa.

We work in partnership with schools serving children and young people from low income communities, helping them improve the education and learning experiences of their students

About Lagos Food Bank: A non-profit organisation driven to meet the food security needs of people in undeserved communities n Nigeria. Through our programmes, we have reached over 1 million beneficiaries."
"The Sincil Foodbank","Lincoln, East Midlands, United Kingdom",https://www.gofundme.com/f/the-sincil-foodbank,619,500,2020-05-14T14:58:14.0000000-05:00,08/16/2019,,,25,"In some areas of Lincolnshire 2 in 5 children face the fact they may not get a hot meal that day. 

The Sincil Food bank has been set up to halt the hunger in Lincolnshire. 

All donations to this cause will stay in the Lincolnshire area.

Proceeds will go towards benefiting those in crisis who cannot afford a hot meal or the most basic of sanitary products. 

They need our help.

Follow us on twitter @sincilfoodbank or facebook /sincilfoodbank"
"NCS, Raising money for Local food bank","Godmanchester, East of England, United Kingdom",https://www.gofundme.com/f/ncs-raising-money-for-local-food-bank,170,300,2019-08-20T15:53:18.0000000-05:00,08/14/2019,"The Trussell Trust","Registered nonprofitDonations eligible for Gift Aid.",12,"We are the NCS team doing our social action project. We have decided to do a lemonade and bake sale as well as face painting on the 21st of August In Huntingdon town to try and raise money to contribute towards our local food bank to help the trussell trust charity, to help families have the food they need, and to brighten the futures of children who may not have the best time right now being on the streets. We would really appreciate if you would help us achieve our goal of £300, thank you"
"CLASE COMMUNITY FOOD BANK","Clase, Wales, United Kingdom",https://www.gofundme.com/f/1yo6fewrio,190,1000,2020-04-04T16:01:17.0000000-05:00,03/30/2020,,,7,"Hi everyone. As you can see from my other go fund me for ward S Morriston Hospital that was a fantastic turn out. But besides that I am part of a team that runs Clase Food Bank. Due to Covid 19 the increase of people that need food has risen, But our donation's have decreased. We have emergency pack's around the Community with volunteer's that are also now in short supply. We have street watch for clase this entails calling to people that are vulnerable to see if they need supplies. I also run from home, Food's with short date will be collected from store's around Swansea and brought to my home, This then will get shared out to any one that need's it. Besides this we are still struggling we need things like tinned meat's and tinned vegetables, The list is endless. So I ask for your help. There is a page for clase food bank you are welcome to contact and donate directly Thank you I hope you are all well. X "
"Long Eaton and sawley food bank","Long Eaton, East Midlands, United Kingdom",https://www.gofundme.com/f/long-eaton-and-sawley-food-bank,290,300,2019-10-04T04:42:07.0000000-05:00,09/22/2019,,,28,"Hi guys I don't know if you all remember but last year I asked all my family and friends for a donation if £1 (or more if your feeling generous) so that I could do a shop for the local food bank to help them stock up for Xmas well it's that time of year again so please help me again this year to raise has much as I can for the food bank. If you would rather donate food instead of cash then that would be fine can't wait to hear from you all again"
"Money for food bank bedford","Manton Industrial Estate, East of England, United Kingdom",https://www.gofundme.com/f/money-for-food-bank-bedford,77,250,2020-01-05T01:12:10.0000000-06:00,07/30/2019,"BEDFORD FOODBANK","Registered nonprofitDonations eligible for Gift Aid.",9,"Do you want to join me in making a difference? I'm raising money in aid of BEDFORD FOODBANK and every donation will help. Thank you in advance for your contribution to this cause that means so much to me."
"FOOD BANK FOR THE POOR FAMILIES IN THE IVORY COAST","New Addington, Greater London, United Kingdom",https://www.gofundme.com/f/food-bank-for-the-poor-families-in-the-ivory-coast,340,1000,2020-05-10T07:14:04.0000000-05:00,03/23/2020,,,15,"Now is the time for action friends, in this time of health crisis, let us also take good actions by making our hearts speak, and supporting each other.

The Marie Emmanuel Foundation based in London and Abidjan is setting up a ""FoodBank"". A food bank that will be formed through a chain of solidarity that you and we will be part of, in order to provide food support to the poor families of Abidjan (people living day by day).

It is important that the strong one support the weak one because one will carry the other ...

Don't expect the government to do our part because it matters a lot. The survival of our Abidjan community depends on it.

A site has already been selected for the storage and distribution of food.

A kilo of rice, or a packet of spaghetti, or even a can of sardines, will be enough to give hope to a family. WITH ONLY £ 1 we can help at least one family in need.

It's the union that makes strength 

Let us know how to anticipate. As it is said so well, the provident never regretted (the prudent man sees evil from afar).

N.B: Volunteers living in Ivory Coast are also welcome to help set up this food bank."
"Covid- 19 Food Bank Collection","Downside, South West England, United Kingdom",https://www.gofundme.com/f/covid-19-food-bank-collection,1120,1000,2020-03-21T07:27:53.0000000-05:00,03/18/2020,,,15,"Who we are?
Hi everyone we're Luke Howell and Lindsay Fraser , we're based in Shepton Mallet and each year try to do a shop for local food banks and charities to help those most in need. After a succesful shop for The Axminster Food Bank Christmas 2018 and another for The Salvation Army Christmas 2019, we were hoping to do one at the beginning of the year, however in the light of Covid-19 we feel like this is a critical time to pull together to try and support our local communities and those most vulnerable. 

Fundraising
We will be fundraising for several local charities and food banks to try and help boost their stocks during this uncertain time. We’ve chosen the following charities across Somerset to help our immediate community and local area; you can find out more about each chairty by clicking the linsk below:

· The Salvation Army
· Wells Storehouse
· Glastonbury’s Help the Homeless Coach Cafe
· The Trussell Trust

100% of all funds raised will go directly to the charities; split equally and will be used in at least one of the ways below:

1. To purchase foods, toiletries, baby items, cleaning products and other key items required
2. Direct cash donations 

We have spoken to our charities and noted specific items from each, of which they are currently low on, this is posted below. Our local supermarkets and home stores have also been very generous in either allowing us to either shop out of hours or with a lift on some of the restrictions in place in order to maximise the amount of people we can support. 

How can I help?
We know this is a very difficult and surreal time, we’d be exceptionally grateful for any support, in any form. We know not everyone can justify extra expenses right now which is why we're also asking for direct donations of food, toiletries etc too. 

Drop off point: 
The Cheeky Bean , 12-12A Market Place, Shepton Mallet, BA4 5AZ
Our wonderful friends, Amanda, Steve & Mabel at The Cheeky Bean have kindly offered to collect any food, toiletries, cleaning items and larder products etc on our behalf too. Please drop any donations into the café during opening hours Wednesday - Sunday, these will be collected daily, sorted and dropped off in parcels to the charities accordingly. https://www.facebook.com/thecheekybean

Here’s a list of specific items food banks currently need:
· Tinned tomatoes
· Tinned vegetables (carrots, peas, mixed bean salad etc)
· Tinned potatoes
· Tinned meat
· Tinned fish/tuna
· Long life milk
· Cereals
· Pasta sauces
· Fruit cordials/squash
· Jams/marmalades
· Coffee/tea/hot chochlate
· Tinned/boxed custard & rice pudding
· Minute noodles
· Snack pots/pasta pots/noodles
· Cup of soup packets
· Biscuits

Hygiene items
· Liquid/bars of soap
· Shower gels
· Toilet roll
· Sanitary pads
· Tampons

Cleaning items
· Cleaning sprays
· Laundry pods

Baby items
· Nappies
· Baby food
· Baby wipes

Anything you may have in the back of the cupboard but not on this list, thats okay too! We just ask not to donate perishable items, such as fresh produce as this may spoil prior to being able to be given away.

Contact?
If you'd like to join our team, donate or have any questions please contact me through here or via facebook as we'll be pushing this out on all social media platforms and local community groups also, we encourage you to share this page with your friends and family to help spread the word and do what we can for our local community."
"Food Van Purchase","Newcastle Upon Tyne, North East England, United Kingdom",https://www.gofundme.com/f/food-van-purchase,1085,15000,2019-10-28T08:24:15.0000000-05:00,04/10/2019,,,31,"Connect25 food bank caters to and delivers emergency food supply to those in need in our local area, Byker and other areas within the Newcastle upon Tyne Local Authority irrespective of their beliefs or background. 

Unfortunately, the van we had for delivery of food to families has been written off, as such we are stranded. The van is very important for delivery of food to service users.

See below some food waiting to be delivered to service users. On average we deliver to 13 families or individuals daily but with our van written off we will struggle to reach these families.

We appreciate any contributions you make towards this cause.

"
"Mobile food bank to reduce food poverty in Nigeria","London, Greater London, United Kingdom",https://www.gofundme.com/f/mobile-food-bank-to-reduce-food-poverty-in-nigeria,1020,1000,2019-05-29T13:17:08.0000000-05:00,03/11/2019,,,21,"


Did you know that 3,000 Nigerians die daily of hunger? Or that in borno state 64.2% of households are food insecure? 

A lot of people aren’t aware that approximately 61% of the population in Nigeria are living in poverty. We want to change that. Growing up in Nigeria and seeing poverty around us daily has made us understand how fortunate we are to have 3 meals a day. This is why we have decided to start a mobile food bank to help those who aren’t as fortunate. We hope to feed a minimum of 700 people in Nigeria this summer and continue this food bank during other holidays. 
 All the donations we receive will be going towards food supply and transportation. 
Thank you"
"South/west Belfast Food Bank","Dunmurry, Northern Ireland, United Kingdom",https://www.gofundme.com/f/southwest-belfast-food-bank,50,500,2019-12-29T12:04:50.0000000-06:00,04/29/2019,"Colin Glen Christian Fellowship","Registered nonprofitDonations eligible for Gift Aid.",3,"Do you want to join me in making a difference? I'm raising money in aid of Colin Glen Christian Fellowship and every donation will help. Thank you in advance for your contribution to this cause that means so much to me.

More information about Colin Glen Christian Fellowship: 'South-West Belfast foodbank' (managed by Colin Glen Christian Fellowship) gives people in crisis hope, practical help, and a brighter future. Each food package provides three days' emergency food and support to local men, women and children in crisis. Our vision is to ensure that no-one in South-West Belfast has to go hungry."
"Quizzing For South Belfast Food Bank","Belfast, Northern Ireland, United Kingdom",https://www.gofundme.com/f/1zkyo0xwg0,180,200,2020-04-30T18:11:19.0000000-05:00,04/23/2020,,,14,"Quizzing for the food banks. The money raised will go to food bank(s) in Belfast to help those who are struggling at the moment and rely on the food bank, with the kids & everyone else at home there's extra pressure on the food banks, so I want to help them, and would love your help too. Donate as little or as much as you can."
"Running for Long Eaton and Sawley Foodbank","Long Eaton, East Midlands, United Kingdom",https://www.gofundme.com/f/my-marathon-journey,110,500,2019-07-30T08:51:57.0000000-05:00,07/16/2019,"LONG EATON AND SAWLEY FOODBANK","Registered nonprofitDonations eligible for Gift Aid.",15,"I'm raising money in aid of LONG EATON AND SAWLEY FOODBANK and every donation will help. 

1 in 5 of the UK's population live below the poverty line. Every day people in the UK go hungry for reasons ranging from redundancy to receiving an unexpected bill on a low income. A simple box of food makes a big difference, with foodbanks helping prevent crime, housing loss, family breakdown and mental health problems. Poverty isn't someone else's problem and any one of us could find ourselves needing this help, we never know what is around the corner.


On 20th October 2019, I am taking part in the Yorkshire Marathon. This will be my first ever marathon. I am currently 6 weeks into my training and so far it is going well. Any money raised will help support the continued work of Long Eaton and Sawley food bank.

Thank you in advance for your contribution to this cause that means so much to me."
"Mold Community - Food Bank Shop","Mold, Wales, United Kingdom",https://www.gofundme.com/f/1mb3ozh840,50,50,2019-05-18T13:54:28.0000000-05:00,04/26/2019,,,5,"Today I have began another quest to raise as much money as possible to be able to go and do a big shop to help multiple families in my local community (Mold) to ensure at least one meal a day is eaten by a family with pets, children or the elderly. We take our meals and going to the cupboard for a chocolate biscuit, a slice of cake or a sandwich for granted. But some of us are struggling in this town, in the whole community and in the whole world to even manage to get a hot drink on a cold evening, or a warm meal to feel slightly satisfied. People are losing their jobs, their homes, and their own body weight because they are going hungry, so that’s why I’m doing something about it. No donation too small or big! Check out my previous GoFundMe to see the success! Thank you for being so generous! X "
"#BeeThoughtful - Food Bank Campaign","Co-Operative Bank Plc, North West England, United Kingdom",https://www.gofundme.com/f/beethoughtful-food-bank-campaign,340,500,2020-05-06T16:56:56.0000000-05:00,03/18/2020,"MANCHESTER CENTRAL FOODBANK","Registered nonprofitDonations eligible for Gift Aid.",30,"I'm sure you've all experienced it by now; the food shopping frenzy just to buy your basic essentials such as bread, eggs, milk and toilet rolls . These have all become luxury items nobody can seem to get their hands on without visiting multiple stores which not everyone can do.

Demand on resources has not been higher, so kindness, generosity and compassion for those around us in this time of need is more needed than ever before.

This has sparked an idea with the Digital Bees here at The Co-operative Bank - we must support individuals losing their jobs, vulnerable people unable to feed their families and anyone who is feeling the pain of the coronavirus pandemic which has hit the world. Food Banks feel huge pressures at Christmas, so you can't begin to imagine what they are dealing with to feed our nation. 

As an ethical bank, this is something we feel very strongly about and we to offer whatever aid we can to the Greater Manchester community.

To support the physical donation campaign we are running, we are also taking online donations via this page. 

“Unexpected kindness is the most powerful, least costly and most underrated agent of human change” – we all have a part to play in making these dark times more bearable for one another so please give what you can to this amazing heart-felt cause.

We also hope we inspire those outside of Greater Manchester to follow our movement and support your local community.

Thank you,

Digital Bees - The Co-operative Bank"
"THE FOODBANK @ YEOVIL COMMUNITY CHURCH","Sherborne, South West England, United Kingdom",https://www.gofundme.com/f/the-foodbank-yeovil-community-church,1482,1000,2020-04-01T04:26:13.0000000-05:00,03/21/2020,"YEOVIL CHRISTIAN SUPPORT TRUST","Registered nonprofitDonations eligible for Gift Aid.",13,"Have YOU seen or used the Yeovil Food Bank based at Yeovil Community Church? I hope you haven't. But many, many see it often, and the need is growing whilst donations are shrinking. Demand over the last couple of weeks has tripled help has not. Can you donate just five pounds to help this crisis? My name is Andy and having lived on the streets, I know what it's like to be hungry and to struggle. I can in some small way understand the fear and worry people would face without this resource. As someone often in the church building, I see first-hand people (often not the ones we 'picture' in our minds), but everyday hard-working families, people like us, who just need a helping hand. SO I went to Tesco to buy some food for us hoping to donate some too. But there was no food to give so I thought I could give my donation in financial terms - thus allowing Yeovil Christian Support Trust to top up their own surplus and use my gift as they require. Perhaps you would consider doing the same. Could you spare a fiver to help top up the food bank and other groups the Lords larder helps. The church link is https://yeovilcommunitychurch.co.uk and the charity is www.ycstyeovil.org.uk and ALL donations will go directly to them... helping provide food parcels and support all manner of clients in OUR town. 
Because who knows in this day and age, when we may need it ourselves. Thank You. I've set the target but would love to see that broken - plus I'm happy to accept silly challenges for money!! Or to rope others in to help with this!! 
Andy Robinson - for Yeovil Community (and the community church).
"
"Foodbank donations for Ramadan","Luton, East of England, United Kingdom",https://www.gofundme.com/f/foodbank-donations-for-ramadan,265,3000,2019-05-29T18:26:32.0000000-05:00,04/16/2019,,,19,"Salaam,

Abu Huraira reported: The Messenger of Allah, peace and blessings be upon him, said, “Charity does not decrease wealth, no one forgives another except that Allah increases his honor, and no one humbles himself for the sake of Allah except that Allah raises his status.”

This Ramadan, me and a group of my friends will be helping out in our local soup kitchen. We will be providing home made hot meals to those that come to the soup kitchen as well serving and breaking fast after, as well as getting donations from our local shops. This go fund me is to give you a chance to help your neighbours and be part of something amazing. 

All proceedings will be used to purchase items that are needed by food banks by myself and my friends, to ensure that every penny you have donated is being used for its intention.

Thank you."
"Easter food bank campaign","Vodafone Ltd, North West England, United Kingdom",https://www.gofundme.com/f/easter-food-bank-campaign,149,350,2020-04-02T09:25:29.0000000-05:00,03/16/2020,"THE TREE OF LIFE CENTRE WYTHENSHAWE","Registered nonprofitDonations eligible for Gift Aid.",12,"We’re raising money in aid of THE TREE OF LIFE CENTRE WYTHENSHAWE, and every donation will help. Thank you in advance for your contribution to this cause that means so much to us! #AtlasCares"
"Barton Area Food Bank","Barton-Upon-Humber, Yorkshire and the Humber, United Kingdom",https://www.gofundme.com/f/barton-area-food-bank,700,500,2020-05-05T04:44:57.0000000-05:00,04/27/2020,,,27,"Sunday 3rd May is when the North Lincs half marathon should be taking place, but due to the Corona Virus this has had to be postponed. Instead Dr. Fergus Macmillan will be running the 13.1 miles around the garden. We would like to raise some money for the Barton Area Food Bank at a time when it may be really difficult for some people during this pandemic.
Many thanks for any contribution."
"Yiewlsey and West Drayton Food Bank","Twyford, South East England, United Kingdom",https://www.gofundme.com/f/yiewsleyandwestdraytonfoodbank,200,100,2019-05-17T03:05:00.0000000-05:00,04/24/2019,"YIEWSLEY AND WEST DRAYTON FOODBANK","Registered nonprofitDonations eligible for Gift Aid.",13,"https://www.youtube.com/watch?v=8_Wrb8tQw-8&t=9s

Hello,

This is my documentary which I have made for my course at college. I have met a lot of really inspirational people who I have a lot of admiration for. Doris is my Grandma and I hope this documentary portrays some of what she does for her community. If you can spare the time please take a look at my production, any small donations would be greatly appreciated, please click the link below. Doris is currently in Australia and I hope to surprise her with the money over Skype next week! Yiewsley and West Drayton Food Bank are changing the lives of people throughout their area everyday, without donations and volunteers children and adults would go hungry!"
"Foodbank support for vulnerable,low income people.","London, Greater London, United Kingdom",https://www.gofundme.com/f/foodbank-support-for-vulnerablelow-income-people,105,2000,2020-03-31T10:58:08.0000000-05:00,03/24/2020,,,6,"I'm the director of Operation shutdown organisation CIC.. we support and work with bereaved families, who have lost children to knife crime. We also support young people at risk of offending and we divert them from committing crime. In light of the covid-19 pandemic. Alot of low-income families in the community have reached out to me, they're struggling to feed their children. As they are on low or no income. Local food banks have ran out of food. So me and my team, are appealing for support to buy food vouchers for these people and have food delivered to the disabled and those in self-isolation. 
mothers need medicine,nappies, wipes, baby milk. Aswell as hot meals and a basic breakfast which they just dont have for their children.

Universal credit takes weeks to come through.. so there is no immediate access to government funds. I have been informed the elderly are starving because they have no family to check in on them and are paralyzed to walk anywhere. We will have food delivered to them..



Let rally together and help those that need it. Nobody should have to starve and be alone in this awful time.

Many thanks in advance for any support you may give."
"Veg Boxes for Food Banks","London, Greater London, United Kingdom",https://www.gofundme.com/f/vegbox4foodbanks,579,250,2020-05-11T11:38:03.0000000-05:00,04/29/2020,,,26,"I planned to do a 105km trek in Majorca with my best friend at the end of April. Seeing as that's not possible, I thought I may as well attempt the same distance in my local area and raise some money to help get fresh nutritious food to those who unable to afford it right now. 

I hope to raise £250 to buy 20 veg boxes from Pale Green Dot. These will be delivered to local food bank in my area. 

I'm a firm believer that everyone should have access to good quality, fresh food. Eating well makes the world of difference to our mental health and general wellbeing. If you can spare a few bob, I'm sure it will make the world of difference to someone less fortunate.

Starting on 29 April, I'll walk a total of 105km within N1, E8, E9 postcodes (De Beauvoir to Victoria Park). 

I'm aiming to complete it in 8 days (depending on whether exercise rules relax) and deliver the veg boxes by May bank holiday.

Pale Green Dot are farmers and fresh produce suppliers who usually supply restaurants and catering businesses. During Covid-19 they've been delivering veg boxes direct to consumers to ensure their good quality, locally-grown produce doesn't go to waste. 

Thank you! 
P.S.I will share photos and updates via Instagram @franbaileypr"
