Title,Location,Url,Details.Raised,Details.Target,Details.MostRecentDonation,Details.Created,Details.Organization,Details.OrganizationDetails,Details.DonationCount,Details.Story
"Help Support Wrexham foodbank","Wrexham, Wales, United Kingdom",https://www.gofundme.com/f/1z4s6b1khc,130,150,2020-04-28T03:52:14.0000000-05:00,04/10/2020,,,4,"Hey Muddies, hope you’re all keeping safe in this pretty unusual time. We’ve been having a think about how we as a local running club could make a contribution to the local services supporting those in need right now. From the weekly £1’s you all contribute we have the capacity to make a small donation to support the work going on locally and have decided to give £100 to our local food bank in Wrexham Wrexham Foodbank We don’t think anyone in our community should have to face going hungry. That’s why we provide three days’ nutritionally balanced emergency food and support to local people who are referred to us in crisis. We are part of a nationwide network of foodbanks, supported by The Trussell Trust, working to combat poverty and hunger across the UK"
"Edinburgh North East Foodbank Fundraiser","Edinburgh, Scotland, United Kingdom",https://www.gofundme.com/f/edinburgh-north-east-foodbank-fundraiser,70,500,2020-03-22T18:45:57.0000000-05:00,03/22/2020,,,4,"Times ahead are going to be tough across the board, regardless of whether you’re employed, furloughed, self-employed, a business owner, looking for work, or disabled, and it’s likely that foodbanks are going to face extraordinary demand.

With this in mind, we’ve decided our attention is best focused on helping raise funds and supplies for the foodbank we’ve always supported, the one closest to our home on Blair Street, the Edinburgh North East Foodbank which is part of the Trussel Trust.

We appreciate the uncertainly many are facing, but if you’re in a position to donate even just £5 (the equivalent of door entry into Hectors), this will massively help the effort. Every little really does help.

Every Sunday across the next 3 months (or however long the COVID-19 period continues for), we will use the funds raised that week to purchase and then drop off urgently needed food items. Whilst doing so, we’ll follow all guidance on social distancing and take hygiene precautions.

We'll keep you updated each week as to how much has been raised and the positive impact it's going to have for our local community.

Thanks for the support, and we hope you all stay safe and healthy during these unprecedented times. 

Team Hect㋡rs X"
"Highfield food bank","Kettering, East Midlands, United Kingdom",https://www.gofundme.com/f/highfield-food-bank,45,100,2020-04-04T05:17:01.0000000-05:00,03/28/2020,,,4,"I run a foodbank on Highfields estate in Kettering we normally run one afternoon a week and help families struggling but since the virus and me finishing work on Monday we have had the food bank on every day all day to help families in need and delivery parcels to people who can’t go out also to different estates as well .we are in need of coffee,sugar,tins,pasta ,packet food milk etc if you can help either by getting a extra item in ur shopping or a donation that would be great as I would like to do this every day if we have the stock to help more and more vunable families in these worrying times thanx in advance"
"Adam is shaving his hair off for The Trussel Trust","Plymouth, South West England, United Kingdom",https://www.gofundme.com/f/adam-is-shaving-his-hair-off-for-plymouth-foodbank,29,250,2020-04-30T13:05:31.0000000-05:00,04/15/2020,"The Trussell Trust","Registered nonprofitDonations eligible for Gift Aid.",4,"Do you want to join us in making a difference? We’re raising money for The Trussel Trust foodbank.
Adam has decided that he wants to shave all his hair off to raise money for this amazing charity who help so many - more than ever right now. They really are a lifeline and at the moment they really need some help to continue this. Please donate whatever you can - every penny will help and you’ll really be making a difference.
This is quite a big thing for Adam to do - he is really attached to his hair! So please help us get to our target! Thank you in advance!

More information about The Trussell Trust: The Trussell Trust, in conjunction with local communities, develops and runs sustainable projects in the UK tackling poverty and exclusion. Through the UK Foodbank Network and Community Enterprises we work with marginalised people in real need, providing practical care and support. www.trusselltrust.org."
"Christine's campaign for FOODBANK 365","Nethy Bridge, Scotland, United Kingdom",https://www.gofundme.com/f/christine039s-campaign-for-foodbank-365,25,1000,2020-04-06T12:38:54.0000000-05:00,04/03/2020,"FOODBANK 365","Registered nonprofitDonations eligible for Gift Aid.",4,"Do you want to join me in making a difference? I'm raising money in aid of FOODBANK 365 and every donation will help. Thank you in advance for your contribution to this cause that means so much to me."
"Rebelicious - Feeding the NHS and Foodbanks","Truro, South West England, United Kingdom",https://www.gofundme.com/f/rebelicious-feeding-the-nhs-and-foodbanks,50,3000,2020-04-26T09:57:31.0000000-05:00,04/17/2020,,,3,"Hello 

We are Rebelicious and my name is Tilly, our website is www.rebelicioussauces.co.uk

Everyone is suffering at this time, and there are a lot of people who are visiting food banks as well as the doctors, nurses and other workers who are employed by the NHS. 
They are putting their lives on the line to help others. 

 Rebelicious ccooks healthy sauces and condiments, which are low in salt and sugar, and contain lots of hidden vegetables which will nourish and help families as well as frontline staff eat healthily with quick meals. 



We are looking to raise funds so that we can support the NHS, its workers, and food banks, by supplying any hospitals local to us with as many sauces and ketchups as we can make. 



Your money will be needed for:



Cost of ingredients



Packaging, cutlery, napkins, bags

Additional costs

Transport - petrol, parking. Hygiene supplies - masks, gloves, disposable aprons, hair nets, sanitisers, hand gels, hand wash, cleaning supplies



This is a non-profit initiative, all that we raise will go towards the key aim of the project - creating healthy sauces and condiments for NHS workers and for foodbanks


No money will be spent on management costs, administration or rent

No money will be spent on advertising

HOW YOU CAN HELP

We will be able to produce more food and get it to more people for less money if we receive donations. So if you are able to help by donating or supplying the following at reduced costs please get in touch:

Food ingredients: we would like to talk to suppliers who have excess stock that they can't shift (tomatoes, peppers, onions)
- Hygiene supplies

TARGET

If we can raise 3k, we can run this for the next month, the Government has said it is likely to be 12 weeks. We would love to keep this alive and help as many people as possible

With thanks to everyone who can help





Tilly, Barry and little Felicity"
"Support Swansea Eastside Foodbank","Bonymaen, Wales, United Kingdom",https://www.gofundme.com/f/support-swansea-eastside-foodbank,50,1000,2020-03-27T17:50:01.0000000-05:00,03/27/2020,"SWANSEA EASTSIDE FOODBANK","Registered nonprofitDonations eligible for Gift Aid.",3,"Do you want to join me in making a difference? I'm raising money in aid of SWANSEA EASTSIDE FOODBANK and every donation will help. Thank you in advance for your contribution to this cause that means so much to me. Swansea East Side Food Bank is a registered charity (1163300) which for nearly six years has been helping people in its local area through crises.

Based in a small chapel, it’s a genuine community effort, involving and supported by people of different faiths and none. One volunteer and trustee calls it her “food bank family’. 

We offer more than food, through our close network of partners, we help people find solutions through debt advice, mental health support and access to legal advice. In the Covid-19 crisis, we’re now 'front line' of the City’s emergency food plan. Our great supporters' are always by our side, we’ve set up a wholesale account to keep the deliveries coming in and this vital service going

Please support "
"Christmas Charity Event for Harrow foodbank","Northolt, Greater London, United Kingdom",https://www.gofundme.com/f/christmas-charity-event-for-harrow-foodbank,40,500,2019-12-19T07:24:44.0000000-06:00,11/30/2019,,,3,"This year, I am fundraising for the Harrow Foodbank and these donations and support are needed all year but as Christmas approaches the need for support is even greater.
I am looking for donations in terms of money to buy the following :

• Cereals
• Soup
• Pasta
• Rice/ Lentils/ Beans/ Pulses
• Tinned tomatoes/ Pasta sauce
• Tinned vegetables
• Tinned meat
• Biscuits
• UHT milk
• Long life Fruit Juice
• Coffee
• Tea
• Sugar
• Deodorant
• Toilet Rolls
• Shower Gel, Shampoo, Conditioner
• Wipes
• Toothbrushes/ toothpaste
• Shaving Foam
• Laundry Products
• Washing Up liquid
• Sanitary Products
• Nappies, Baby food

All donation to be offered by the 14th December 2019 to be able to purchase and deliver the items to Harrow Foodbank.

All donations, small or large will be highly appreciated.

For anymore information feel free to contact me."
"Donations For Foodbanks Running Low!","London, Greater London, United Kingdom",https://www.gofundme.com/f/1zsc5gonmo,25,500,2020-05-08T20:25:10.0000000-05:00,04/29/2020,,,3,"I am creating this GoFundMe, as we are all aware of the worldwide pandemic! Sadly we are loosing family and friends within seconds! I myself have lost two family members and understand the pain! It is devastating and heartbreaking! My love goes out to everyone that is supporting each other! And staying strong, to all the families that are healing right now stay strong❤️we will get through this! I am asking for any donations anything will help... as a local group we have decided to help food banks that are running low! They are hero’s for helping everyone during this crisis however, it is slowly getting difficult for them... running low on supply’s which means it’s hard to help the people in need... I urge everyone that can help to make a donation and help us make a change! Together we can make a change! Thank you for your help and support "
"Help needed to food aid & new foodbank","London, Greater London, United Kingdom",https://www.gofundme.com/f/help-needed-to-food-aid-amp-new-foodbank,25,5000,,04/24/2020,,,-1,"

I hope everyone is well and keeping safe?

This a project that was started in 1 and a half months ago. The purpose of the project is to touch communities by giving out food, money and clothing.

With the money donated it will be used to set up a foodbank of dry food, tin food and toiletries.

I started using my our own money and still using it to support communities in develping in Africa I want to taking this opportunity to ask for support from friends, and our community here in London.

I will be so delighted for any support I can get. The need is so much in developing countries that I can't do it on my own without your support and help. particularly at this time of lockdown due to covid 19.

How can you help:

By giving money.

Giving clothing. ( due to lockdown we can't ship anything)
Old books.
Giving can food such as sardine, bake beans, tin or powder milk. 

Who are we targeting:
Widows 
Single parents 
Unemployed."
"Luton food bank fundraiser","Luton, East of England, United Kingdom",https://www.gofundme.com/f/luton-food-bank-fundraiser,25,300,2019-12-20T03:49:28.0000000-06:00,11/26/2019,"Luton Foodbank","Registered nonprofitDonations eligible for Gift Aid.",3,"Do you want to join me in making a difference? I'm raising money in aid of Luton Foodbank and every donation will help. Thank you in advance for your contribution to this cause that means so much to me.

Everyone needs a helping hand, so please, please ever little helps, this is a critical time of year and lots people including families will find it hard, I just want to make a small difference to someone's life even for a short moment. 

I will be collecting food at bannatyne health club Luton, as well as taking cash donations to go straight to the food bank itself. 

Anyone may fall on hard times and this will make such a difference to so many people. The smallest donation will help.

Thank you all!!! 

More information about Luton Foodbank: We provide nutritionally balanced and culturally appropriate food free to people in hardship or distress who are referred to use by a network of referrers. We promote healthy eating, and support local opportunities for food growing, and the expansion of foodbank activity through the development of a community food purchasing scheme. We provide signposting information to local advice and information services. We promote co-operative working and social cohesion. We promote the principles of Fair Trade."
"Keep our community cafe open & Foodbank","Bristol, South West England, United Kingdom",https://www.gofundme.com/f/keep-our-food-bank-open,110,9000,2020-02-02T05:24:14.0000000-06:00,01/31/2020,,,2,"https://www.bristolnetworks.org.uk/Articles/387199/Home/Resources/Films_Videos/St_Marks_Community.aspx


please look at what this wonderful cafe provides and dig deep! We need to stay open and we need to extend the days we operate. we are also linked and provide space for the the trussell trust Foodbank. "
"Help us support the Pontypridd Foodbank","Rhydyfelin, Wales, United Kingdom",https://www.gofundme.com/f/help-us-support,40,250,2020-05-01T10:44:43.0000000-05:00,05/01/2020,,,2,"It goes without saying that Covid-19 has really changed the world and has provided uncertainty for millions of people.

It has built resilience for many and brought many communities together. It has also been extremely tough on local businesses and charities serving our local community.

We at Rhydyfelin RFC pride ourselves at being heart of the community especially our Mini and Junior Team who are a talented and inspiring group of children. They wanted to do something to help current circumstances. As we hugely salute the key workers of the country and the outstanding efforts on fighting this virus, keeping the economy going and the efforts from groups and individuals fundraising for the larger organisations such as the NHS, our thoughts turn to local charities who are also struggling. Pontypridd food bank last year alone distributed 2,042 3-day emergency food supplies to the local community. 
We would really like to be able to help them through this tough time and donate even more to them as incomes are getting less, more and more people are becoming unemployed and the food bank is needed by more people.

Please help us to help our local community. Our talented mini rugby team have been hardat work staying safe at home, keeping up beatand have produced a video for you. (Availableon our Facebook page). All we ask is if you like the video and please donate. Many thanks,

Rhydyfelin RFC Mini’s & Juniors xx "
"Anna-marie's campaign for Stanwell Foodbank","Staines-Upon-Thames, South East England, United Kingdom",https://www.gofundme.com/f/annamarie039s-campaign-for-stanwell-foodbank,30,70000,2020-02-05T01:51:00.0000000-06:00,02/02/2020,"Stanwell Foodbank","Registered nonprofitDonations eligible for Gift Aid.",2,"Please help Support Stanwell Food Bank to raise funds to refurbish our community building and create a community kitchen open for all 7 days a week . Help support our community access surplus food and eat a fresh meal daily and teach cooking skills to all. 

Stanwell Food Bank works in partnership with Stanwell Events and will be using the community Building to provide more than just food ranging from messy play , youth projects , dinner clubs , events for the community , digital projects , including growing food on site and exploring through a project called the imagine project ways to grow food and teach skills to raise aspirations for our community and surrounding areas ."
"Canine campus pet food bank","Grangemouth, Scotland, United Kingdom",https://www.gofundme.com/f/canine-campus-pet-food-bank,30,100,2019-12-18T15:37:24.0000000-06:00,12/18/2019,,,2,"Dolly & Nelson are very fortunate not to want for any fóod or go hungry, but there is a lot of pets out there who need help.

Dolly is a rescue who wasn't as fortunate to have a full belly and came to the rescue in a terrible state, so she wants to pay it forward.

We are asking for a few pennies to help those pets that have owners who are struggling to make ends meet, some of these people will feed their pets before themselves or are homeless but their pet is their only friend


Let's help everyone this Xmas a couple of £'s is not a lot, it's a pack of mince pies to us which if were honest will probably not even get used 

I know everyone asks but it's usually the wee charities that get missed so every penny raised will go towards helping stock up the pet food bank at Canine Campus Pet Foodbank"
"Nominate a Key Worker & Donate to NAC Foodbank","M J D & Sons (Scaffolding) Ltd, Scotland, United Kingdom",https://www.gofundme.com/f/nominate-a-key-worker-amp-donate-to-nac-foodbank,20,200,2020-04-03T11:36:32.0000000-05:00,04/03/2020,,,2,"During this unprecedented time Thistle Help would like to recognise one key worker (NHS nurse/doctor, carer, cleaner, retail worker etc) and in turn raise funds for North Ayrshire Food Bank.

All money raised will be donated to this worthwhile charity. The amount the chosen keyworker receives is totally up to you. If we raise under £200 we will give them a £50 voucher. If we raise over £200, they will receive a £100 voucher of their choice donated by Thistle Help.

Please detail who you are nominating in your message line with your donation. (If you have nominated someone on Facebook, this should be the same person for us to link it to the Facebook nomination please).

Nominations will close at 5pm on Friday, 10th April 2020.
The chosen key worker will be announced on Facebook on Monday, 13th April 2020.

Let's raise as much as we can for this worthwhile cause and recognise a true star in the process!

Thanking you in advance for your support..."
"Brexit Big Ben Bong Ding-Dong? Fund a foodbank.","Haywards Heath, South East England, United Kingdom",https://www.gofundme.com/f/fund-my-brexit,20,500000,2020-01-17T16:46:57.0000000-06:00,01/15/2020,"The Trussell Trust","Registered nonprofitDonations eligible for Gift Aid.",2,"On the last day of January, at 11pm, the United Kingdom will leave the EU. There is a large campaign orchestrated by Marc Francois MP to have Big Ben chime the exact minute of our departure. To do so will cost £500,000.

Whilst I’m a huge fan of Big Ben, couldn’t we just spend that amount of money more wisely instead and feed the neediest in society?

Do you want to join me in making a difference? I'm raising money in aid of The Trussell Trust and every donation will help. Thank you in advance for your contribution to this cause that means so much to me.

More information about The Trussell Trust: The Trussell Trust, in conjunction with local communities, develops and runs sustainable projects in the UK tackling poverty and exclusion. Through the UK Foodbank Network and Community Enterprises we work with marginalised people in real need, providing practical care and support. www.trusselltrust.org."
"NHS Foodbank & Provisions","Holbury, South East England, United Kingdom",https://www.gofundme.com/f/nhs-foodbank-amp-provisions,100,1000,2020-05-11T15:19:25.0000000-05:00,04/25/2020,,,1,"We are asking for donations to help us support the frontline staff at Southampton General Hospital and other surrounding local hospitals, who will be in need of our support and motivation as they continue through the battle of covid-19. The NHS will be under an incredible amount of strain over these next few weeks/months and it would be great to help them and keep their spirits high as they work through the peak of this pandemic. We are supplying the wards and staff with both food and sanitary items and gifting them with hand made drawstring bags, made and supplied by members of our very talented and giving community. Any amount, big or small, is appreciated and will help to contribute to the ward packages we are continuing to make throughout these challenging times. We have already raised a fantastic £4000 from a previous Facebook crowd fund and would love to continue the wave of generosity moving forward. Thank you for helping us 

‘Support the few that save the many’ "
"Foodbank glasgow","Glasgow, Scotland, United Kingdom",https://www.gofundme.com/f/foodbank-glasgow,40,1000,2020-04-13T15:58:43.0000000-05:00,04/13/2020,,,1,"Welcome to foodbank Glasgow Scotland we have been making up and delivering food parcels for vulnerable and elderly people in need during this terrible time.
We are not related to any other foodbank we are just volunteers who go out everyday and make up food parcels and deliver them in our local area. 
We are working with a local MP and Feeding Britain to help us try and achieve substantial funding to help us feed families, vulnerable and elderly people in need. 
We are a mobile foodbank so do not have official office just yet but as we receive more funding we are planning on expanding but during this time are providing mobile foodbank.
we make up bags of £15-40 worth of shopping and deliver them to the most vulnerable people.
please go and view our Facebook page and continue to support us there. https://www.facebook.com/groups/226854228407306/?ref=share"
"Artisan and foodbank fund","London, Greater London, United Kingdom",https://www.gofundme.com/f/artisan-and-foodbank-fund,30,5000,2020-04-09T15:19:11.0000000-05:00,04/09/2020,,,1,"Dilli Grey would be nothing without the incredible talent and support of our friends and artisans in 
Jaipur. Even though we are small we know that our donations will go a long way to helping support our artisans during the lock down and to help
donate to the much needed local food banks that
have been set up by caring compassionate 
individuals feeding families who have no way of 
earning an income during the lockdown. In April we will be donating 10% of our monthly web sales and 25% from our sample sales. We are looking at more innovative ways of adding to this fund and have been asked to create this
account so that our customers can make a 
donation in addition to making a purchase so here we are! I will share all the ways we are donating here but all I can say in advance is a HUGE thank you for all ofyour love, empathy and support 
much love Vickie 


"
"Food bank","Cumbernauld, Scotland, United Kingdom",https://www.gofundme.com/f/u77dq9-food-bank,10,50,2020-03-21T17:12:14.0000000-05:00,03/21/2020,"Bread Over Bombs (Glasgow)","Registered nonprofitDonations eligible for Gift Aid.",1,"I'm raising money in aid of Bread Over Bombs (Glasgow) and every donation will help. Thank you in advance for your contribution to this cause that means so much to me.

More information about Bread Over Bombs (Glasgow): Part of an international movement, Bread Over Bombs (Glasgow) is a music-based charity dedicated to raising funds to support local foodbanks and help alleviate poverty. Registered Charity No. SC048295."
"Newcastle Coronavirus Food Bank Fund","Newcastle Upon Tyne, North East England, United Kingdom",https://www.gofundme.com/f/6vtrb-coronavirus,10,1000,2020-03-18T09:39:40.0000000-05:00,03/18/2020,"THE BEDE FOODBANK","Registered nonprofitDonations eligible for Gift Aid.",1,"NEWCASTLE CORONAVIRUS OUTREACH

I have been in touch with both North East (Newcastle area) and North West (Carlisle area) Food Banks... those closest to my friends, family and home. 

Separate links for both organisations. 

There is a desperate need for food and essentials at this desperate time for both the homeless and those on low income wage. We can see this for ourselves in the supermarket never mind those who can’t afford to travel and buy those essentials to get through this already difficult time. 

I have set up a GoFundMe page to fund directly to this cause providing relief to those in need. 

Anyone who has any spare £ please help this worthy cause in relieving the worry for others who don’t have the options we have. 

Thank you"
"Carlisle Coronavirus Food Bank Fund","Newcastle Upon Tyne, North East England, United Kingdom",https://www.gofundme.com/f/coronavirus-food-bank-fund,10,1000,2020-03-18T09:37:35.0000000-05:00,03/18/2020,"CARLISLE FOODBANK","Registered nonprofitDonations eligible for Gift Aid.",1,"CORONAVIRUS OUTREACH

I have been in touch with both North East (Newcastle area) and North West (Carlisle area) Food Banks... those closest to my friends, family and home. 

Separate links for both organisations. 

There is a desperate need for food and essentials at this desperate time for both the homeless and those on low income wage. We can see this for ourselves in the supermarket never mind those who can’t afford to travel and buy those essentials to get through this already difficult time. 

I have set up a GoFundMe page to fund directly to the cause providing relief to those in need. 

Anyone who has any spare £ please help this worthy cause in relieving the worry for others who don’t have the options we have. 

Thank you "
"Isle of Sheppey Foodbanks","Minster on Sea, South East England, United Kingdom",https://www.gofundme.com/f/isle-of-sheppey-foodbanks,10,500,2020-03-15T15:55:14.0000000-05:00,03/15/2020,,,1,"During these uncertain times we must support the food banks with donations of food. However, it seems to me that monetary support would help them to buy much needed supplies. A donation of even a £1 will help (more if possible). I suggest this GoFund page runs for a couple of weeks then cash raised can be passed to them to use to buy what they need. Thank you."
"FE Foodbank Friday Campaign","Weston College, South West England, United Kingdom",https://www.gofundme.com/f/WCfoodbank,5,500,2020-04-30T11:02:57.0000000-05:00,04/28/2020,,,1,"Our kind-hearted staff and students at Weston College have come together to support the local community by fundraising for Weston-super-Mare Foodbank.

The College has joined the national ‘FE Foodbank Friday’ campaign, which is seeing FE organisations around the country coming together to raise money for community foodbanks. Many foodbanks are seeing a decline in donations at this challenging time and in need of support.

Weston College Principal and Chief Executive, Dr Paul Phillips CBE, said: “In such unprecedented times, continuing to support our local community is of the up most importance. Good can come out of every crisis and that is certainly what we are seeing here at Weston College as we come together with other colleges across the country to support our local communities.

“We have chosen to support our local foodbank as it provides an invaluable service to those in need within our community, which we cannot ignore during this difficult time.”

We thank you for your donation."
"Bolton NICE charity Foodbank","Bolton, North West England, United Kingdom",https://www.gofundme.com/f/1yj768ra1c,5,5000,2020-03-27T14:39:56.0000000-05:00,03/26/2020,,,1,"We are a small charity fighting poverty by providing food clothes and furniture to families and individuals struggling to survive each and every day. Our 30 volunteers work 365 days a year. This emergency situation is putting a lot more pressure on our charity to get out to the families and individuals that are unable to feed themselves. "
"The Giving Tree - Birmingham Foodbanks","Birmingham, West Midlands, United Kingdom",https://www.gofundme.com/f/the-giving-tree-birmingham-foodbanks,0,200,,11/26/2019,,,0,"1 in 5 people in the UK are using foodbanks and although we wish this wasn't the case, foodbanks need our support.

Instead of secret Santas, cards or gifts, we encourage our staff and clients to put food parcels under our tree. We then take all our food parcels to Birmingham Central Foodbank in time for Christmas.

Last year we provided over 1200 meals for Birmingham Central Foodbank and we would love to give even more this year."
"Birmingham Foodbank","Birmingham, West Midlands, United Kingdom",https://www.gofundme.com/f/birmingham-foodbank,0,10000,,05/17/2020,,,0,"Birmingham Foodbank is appealing for donations to help feed people and provide essentials during COVID19 crisis. 

Our aim is to tackle poverty, and help those in need in these difficult times. 

We provide emergency food parcels to individuals and families in Birmingham. We also provide food vouchers. 

The charity is experiencing a increase in demand for our services, due to the crisis.

The charity is run by volunteers, and all your donations will go to those in need."
"Stanwell Food Bank","Staines-Upon-Thames, South East England, United Kingdom",https://www.gofundme.com/f/stanwell-food-bank,0,5000,,05/14/2020,"Stanwell Foodbank","Registered nonprofitDonations eligible for Gift Aid.",0,"Do you want to join me in making a difference? I'm raising money in aid of Stanwell Foodbank and every donation will help. Thank you in advance for your contribution to this cause that means so much to me.

More information about Stanwell Foodbank: Stanwell Food Bank provides long life parcels in addition to surplus food and hot meals in addition to support with a lunch box program supporting our community"
"HGCSC Foodbank collection","Sheffield, Yorkshire and the Humber, United Kingdom",https://www.gofundme.com/f/hgcsc-foodbank-collection,0,500,,05/11/2020,,,0,"The Minerva Learning Trust is committed to supporting its local communities.

We at Handsworth Grange Community Sports College have always been a staunch supporter of our local foodback, organised by the Trussell Trust. During these challenging times where many families are struggling, it is now more important than ever that we continue to do this. This campaign will see donations go directly to the Handsworth food bank. 

If you are willing and able to contribute all donations will be greatly recieved.

Thank you for your support."
"eott Foodbank Fund","Hove, South East England, United Kingdom",https://www.gofundme.com/f/eott-foodbank-fund,0,500,,05/08/2020,,,0,"To supply food for local Foodbanks throughout Brighton, Hove, Portslade, Whitehawk + other nearby areas of the town. 

We are targeting TimeToTalkBefriending + Tarner Children's centre, Salvation's Army and a list of others, should we manage to raise enough"
"Food bank Cardiff","Cardiff, Wales, United Kingdom",https://www.gofundme.com/f/food-bank-cardiff,0,50,,05/06/2020,"Cardiff Foodbank","Registered nonprofitDonations eligible for Gift Aid.",0,"I went to see Louise Redknapp in Cardiff for the Heavy Love tour. I was at the meet and greet and asked her to sign my cd cover. She must have heard me wrong because she made it out to Alice instead of Alex. 

So I have a spare signed cd made out to Alice. I will choose a random person to send it to if you donate any amount to help a local charity in these crazy times. 

Thank you for looking... 

Do you want to join me in making a difference? I'm raising money in aid of Cardiff Foodbank and every donation will help. Thank you in advance for your contribution to this cause that means so much to me.

More information about Cardiff Foodbank: Cardiff Foodbank is a project to help and support those suffering financial hardship and facing the reality of being unable to feed themselves or their families. Food is donated by individuals, schools, businesses and churches and is stored for future use. Front line professional care workers from charities, social services, churches & other organisations issue vouchers to clients. Clients can exchange vouchers for 3-5 days of nutritionally balanced emergency food from centres across the city."
"Food bank fundraiser","Washington, North East England, United Kingdom",https://www.gofundme.com/f/c99kg-food-bank-fundraiser,0,100,,05/03/2020,"NEWCASTLE STAFFS FOODBANK","Registered nonprofitDonations eligible for Gift Aid.",0,"Do you want to join me in making a difference? I'm raising money in aid of NEWCASTLE STAFFS FOODBANK and every donation will help. Thank you in advance for your contribution to this cause that means so much to me."
"Fasting for Foodbank","Blackburn, North West England, United Kingdom",https://www.gofundme.com/f/fasting-for-foodbank,0,150,,05/02/2020,"Blackburn Foodbank","Registered nonprofitDonations eligible for Gift Aid.",0,"Many of my close friends and colleagues are
currently within their holiest month of the year
observing Ramadan. For many of my friends this will mean fasting, but also charity giving. In support I am going to observe the same fasting routine for 1 week from Sunday 3rd April to Saturday 9th April 2020.
Aa this is also a time of charity, I would like to raise funds for Blackburn Foodbank who always ensure no family or individual goes hungry. More information about Blackburn Foodbank: Blackburn Foodbank is here to help anyone who is facing hunger because of a crisis - for parents skipping meals so their children can eat, for the tenant forced to go hungry just to pay the rent, for the elderly person making the stark choice between heating or eating. We provide three days' emergency food and practical support to help people cope in a crisis, as well as give advice and signpost to other services in the area to help people recover, rebuild their lives and break the cycle of poverty. "
"Walk INN Foodbank - Supporting Community","Belfast, Northern Ireland, United Kingdom",https://www.gofundme.com/f/walk-inn-foodbank-supporting-community,0,5000,,05/01/2020,"Belfast And Lisburn Community Project","Registered nonprofitDonations eligible for Gift Aid.",0,"Want to join us in making a difference? we are raising money to benefit Belfast And Lisburn Community Project, and any donation will help make an impact. Thanks in advance for your contribution to this cause that means so much to us.

More information about Belfast And Lisburn Community Project: Belfast And Lisburn Community Project is a nonpartisan organisation committed to preventing and ending poverty linked to homelessness in our community and to support family in need. Our approach is tailored to the people and our community. Wherever we work, we do so with common values and the same respect for each person we meet. Our work ranges from providing safe shelter, accommodation, food and health services to helping people affected by homelessness and Families in Crisis by Preventing Poverty"
"Colchester Foodbank Relocation and support","Colchester, East of England, United Kingdom",https://www.gofundme.com/f/1zsrhav8lc,0,1500,,04/30/2020,,,0,"We need your help and support! Due to unprecedented demand through the COVID19 pandemic people need your help and support with food like never before. The colchester Foodbank (second most popular in the region) has seen unprecedented demand - not only does that present challenges with supply meeting demand, there are also logistical challenges to meet captivity and follow social distancing protocol. Foodbank has been offered a prime town centre location completely free of charge to run operations through this ongoing pandemic, however we need financing and volunteers to make the premises fit for purpose. We need to procure and fit a significant amount of racking and work tables. This will be supplied by a local builders merchants with and army of Volunteers to install it. Any excess funds that go beyond the install and transportation costs of the live will be spent directly on food supplies to make up these vital emergency packages. As always regular updates will show this journey as it progresses so that you you see the fruition of your kind help. Thanks, Martin Leatherdale Centre Manager Lion Walk Shopping Centre "
"Polarstar Pottery fundraiser - LETCHWORTH FOODBANK","Letchworth Garden City, East of England, United Kingdom",https://www.gofundme.com/f/polarstar-pottery-fundraiser-letchworth-foodbank,0,500,,04/29/2020,"LETCHWORTH FOODBANK","Registered nonprofitDonations eligible for Gift Aid.",0,"Do you want to join me in making a difference? I'm raising money in aid of LETCHWORTH FOODBANK and every donation will help. Thank you in advance for your contribution to this cause that means so much to me."
"Carries campaign for Malvern Hills Foodbank","Malvern, West Midlands, United Kingdom",https://www.gofundme.com/f/carries-campaign-for-malvern-hills-foodbank,0,100,,04/26/2020,"Malvern Hills Foodbank","Registered nonprofitDonations eligible for Gift Aid.",0,"For my birthday this year i wish to ask for donations to this worthy cause. Do you want to join me in making a difference? I'm raising money in aid of Malvern Hills Foodbank and every donation will help. In these unprecedented times more and more peolle are having to use food banks to feed themselves and their families. Please help elevate suffering and donate what you can. It could be you having to use this essential service One day. 
Thank you in advance for your contribution to this cause that means so much to me.

More information about Malvern Hills Foodbank: We provide emergency food and other items for people in desperate need, mostly in the Malvern Hills area."
"Thamesview Foodbank","Gravesend, South East England, United Kingdom",https://www.gofundme.com/f/thamesview-foodbank,0,1000,,04/22/2020,,,0,"During these difficult times some families are struggling more than others. To help and support those most in need, Thamesview has set up a foodbank. Your donations would go towards purchasing essential non-perishable food and items. 

Thank you very much for your generosity."
"Help the foodbanks","Harrow, Greater London, United Kingdom",https://www.gofundme.com/f/help-the-foodbanks,0,1000,,04/15/2020,,,0,"Do you want to join me in making a difference? I'm raising money in need of all foodbanks in greater london any Support and every donation will help. Thank you in advance for your contribution to this cause that means so much to me."
Mortgage,"Bilston, West Midlands, United Kingdom",https://www.gofundme.com/f/west-midland-foodbanks,0,20000,,04/14/2020,,,0,"Hello my names j, this isnt what you usually see on go fund me, I'm trying to get as many people as I can to donate 20p-50p, see if I can reach my target goal I've set everybody can do a lil something even if it doesn't seem worth it to u, some will be grestful for all your help, so if you can please donate if u can thank you"
"Kingsbridge foodbank","Kingsbridge, South West England, United Kingdom",https://www.gofundme.com/f/kingsbridge-foodbank,0,100,,04/13/2020,,,0,"Help kingsbridge foodbank"
