Title,Location,Link,Raised,Target,MostRecentDonation,Created,Organization,OrganizationDetails,DonationCount,Donations,Story,Complete
"Jonathan's campaign for The Trussell Trust","Burythorpe, Yorkshire and the Humber, United Kingdom",https://uk.gofundme.com/f/jonathan039s-campaign-for-the-trussell-trust,125,500,,2020-08-17,"The Trussell Trust","Registered nonprofitDonations eligible for Gift Aid.",0,,"I'm running 100km in August to raising money in aid of The Trussell Trust. Every donation will help  particularly with recent job losses due to Covid-19. Thank you in advance for your contribution to this cause that means so much to me.    More information about The Trussell Trust: The Trussell Trust  in conjunction with local communities  develops and runs sustainable projects in the UK tackling poverty and exclusion. Through the UK Foodbank Network and Community Enterprises we work with marginalised people in real need  providing practical care and support. www.trusselltrust.org.",False
"Supporting VFB during the COVID-19 outbreak","Stockton-on-Tees, North East England, United Kingdom",https://uk.gofundme.com/f/VFBNE-COVID19,800,1000,,2020-03-16,,,0,,"Vegan Foodbank North East is a volunteer run organisation which provides aid and support to vegans and vegetarians who are in a time of crisis. We run entirely on donations and our volunteers are often left putting their hand in their own pockets to be be able to give the support we need to give.     Given the current COVID-19 outbreak we are offering extra support to our clients such as helping collect shopping and prescriptions  helping taking care of animals or simply being there as friendly face to chat. Some of these things will cost a little so we have set up a fund to help support ourselves and our clients during this time. Donations will be used to buy extra food stocks since we are running very low  to help our volunteers with any fuel costs and generally to help the day to day running of the food bank during this uncertain time. ",False
"Jason's Local Lockdown 5km Challenge","Aylesbury, South East England, United Kingdom",https://uk.gofundme.com/f/jason039s-local-lockdown-5km-challenge,180,300,,2020-11-04,,,0,,"As we all know England are going back into lockdown from the 5th November  which means all non-essential shops  pubs  gyms will be closed. Leaving many people  and young families to go hungry in the UK  and as more and more people lose their jobs due to local and national lockdowns  they need all the support they can get!    In light of this  I’ve chosen to raise money for two local charities who help out those that are struggling whether it's with mental health and anxiety or provide food to those in need. Both charities have been affected by this pandemic and I want to help wherever possible.    Which two charities am I running for you may ask? This lockdown  I am running for Mind Buckinghamshire  throughout the current pandemic  many people have suffered from poor mental health and the isolation has intensified the loneliness that strugglers face day-to-day. Mind Buckinghamshire is a charity that is close to me as someone who suffers from mental health I have found running as a form of escapism throughout this and that it is why I am running in support of this charity.    The second charity that I am running for Aylesbury Foodbank  and with Winter settling in and Christmas soon approaching this has always been a difficult time for many people and families especially this year with so many people losing their jobs as a result of the COVID-19 pandemic. Aylesbury Foodbank has already seen a significant rise in foodbank usage over the past few months and expect it to rise again around Christmas. I’ll be running to create food hampers for this amazing charity.    The funds raised will be divided up;    50% towards Mind Buckinghamshire  50% towards Aylesbury Foodbank    In order to raise money for these amazing charities  I’ve decided to set myself a challenge of running 5km every day during lockdown 2 (5th November - 2nd December 2020) in an attempt to give back to the community and raise funds for charities that are supporting people who are struggling during these exceptional and challenging times.    All donations no matter how small  are greatly appreciated.     Thank you     Jason    Please note; the challenge will be carried out in line with Government Guidelines",False
"Raise Money for St. Georges Church in Huyton","Liverpool, North West England, United Kingdom",https://uk.gofundme.com/f/raise-money-for-st-georges-church-in-huyton,242,1000,,2020-04-23,,,0,,"Facebook Friends - we need you ......   Please share this with your friends and family    Since the Covid virus has taken over as you may have seen from our Facebook page St Georges has been able to help in the following ways:    ✅ Providing emergency food and basic necessities to vulnerable families.  ✅ Continuing with our Food Bank and Food Club.  ✅ Providing emotional support to people who are struggling.  ✅ Offering bereavement support to those who have lost loved ones.   ✅ Praying for our community in these difficult days.     With the church temporarily closed  we have lost 90% of our regular income from collections at services and renting our building  so we are currently face a financial challenge  like so many other charities. We are however still committed to our vision and to serving our community in practical ways that share the love of God  through our ongoing ministries both now during this time of lockdown - and when St. George's building re-opens in the future.    To keep doing this we need your help  so I (Rev Jayne) am asking you to make a small donation through this page.    With the commitment and support of our 1500+ Facebook Friends and Followers - we can together continue to make a difference in our local community and beyond.    ✅ Monday Foodbank - Debt Advice - Computer Training  ✅ Tuesday Wellbeing Course - Life Coaching  ✅ Wednesday Toddler Group - Lunch Club - Prize Bingo  ✅ Thursday Crisis Counselling - Bereavement Support  ✅ Friday Breakfast Club - Food Club - Adult Art & Crafts  ✅ Saturday Family Fun 'Messy' Church - Social Evenings.  ✅ Sunday Morning Worship - meeting and praying for our community    ✅ Life Events   In addition to our weekly ministries we serve our community as people plan for baptisms  weddings and celebrating special occasions. We also support those who have lost loved one  both before and long after funerals have taken place.     Please support us by donating today through this Go-Fund Me page ...    If you would like to make a donation using any other method  please send me a message Messenger or the WhatsApp button on our Facebook Page or contact Rev. Jayne direct - Email: [email redacted] or 0151 489 1997     You continued support is very much appreciated ...  Rev. Jayne VanDenBerg-Owens    ",False
"Urgent Healthcare Appeal","Hayes, Greater London, United Kingdom",https://uk.gofundme.com/f/1z7bnxyg6o,741,750,,2020-04-13,,,0,,"As-salāmu ʿalaykum  With the alarming corona virus spreading around so quickly  we as a nation have found ourselves in critical condition. Despite lockdown  supplies and healthcare resources are running low especially for those who need them barring recreational use. Thus  we have started raising money for masks and gloves and are buying them from multiple sellers and are distributing them to the hospitals  care homes and those in need. We will be self distributing in the appropriate sense respecting lockdown rules. There are no profits to be made  as well as our own money all donations will be used to pay for those healthcare resources (gloves & masks) to form healthcare packages to those in need. We will also be making food packages for foodbanks and those in need. In full transparency  your money will be in safe hands  through the GofundMePage the withdrawn funds will be placed in an individual bank account rather than a collective foundation. The donations will be used directly as funds for healthcare resources to be given to the places mentioned previously. Inshallah. It is all non profit  every little can help whether it be a small donation or contributing supplies. Stay home and stay safe. Thank you/Jazakallahkairun In memory of Nasir Ahmed. The Nasir Foundation",False
"Money for food bank bedford","Manton Industrial Estate, East of England, United Kingdom",https://uk.gofundme.com/f/money-for-food-bank-bedford,77,250,,2019-07-30,"BEDFORD FOODBANK","Registered nonprofitDonations eligible for Gift Aid.",0,,"Do you want to join me in making a difference? I'm raising money in aid of BEDFORD FOODBANK and every donation will help. Thank you in advance for your contribution to this cause that means so much to me.",False
"GIL & ELLIS: 24HR GAMING SESH 4  LONDON FOODBANKS","London, Greater London, United Kingdom",https://uk.gofundme.com/f/24hrsesh,5526,4000,,2020-04-02,,,0,,"SINCE WE ARE STUCK AT HOME  WE THOUGHT WE'D MAKE OURSELVES USEFUL & RAISE SOME MONEY FOR A COUPLE FOOD BANKS IN OUR LOCAL AREA SUPPORTING PEOPLE STRUGGLING IN THESE UNCERTAIN TIMES....     WE'LL BE STREAMING OURSELVES ON INSTA PLAYING VIDEO GAMES FOR 24 HOURS STRAIGHT  NO SLEEP. PLEASE DONATE AS MUCH OR LITTLE AS YOU WANT!    8PM FRIDAY 3RD APRIL - 8PM SATURDAY APRIL 4TH    MORE INFO HERE - https://www.dalgarnotrust.org.uk/our-programmes/foodbank/    ++ HERE - https://thefelixproject.org    LOVE GIL & ELLIS",False
"Shaving hair to raise money for Surplus foodbank","Car Wash, Wales, United Kingdom",https://uk.gofundme.com/f/raising-money-for-surplus-food-distribution,275,500,,2020-04-13,,,0,,"Laura Williams will shave her hair off if we get to £400 in donations. There's also another 3 other girls who want to take part.    This money will help fund the organisation and provide to families in need. Here’s where you can support your community foodbank  money raised will paid for hygiene/sanitary products  also for any dietary requirements too ",False
"Shaving hair to raise money for Surplus foodbank","Car Wash, Wales, United Kingdom",https://uk.gofundme.com/f/raising-money-for-surplus-food-distribution,275,500,,2020-04-13,,,0,,"Laura Williams will shave her hair off if we get to £400 in donations. There's also another 3 other girls who want to take part.    This money will help fund the organisation and provide to families in need. Here’s where you can support your community foodbank  money raised will paid for hygiene/sanitary products  also for any dietary requirements too ",False
"Matilda & Sarrinah fundraiser for foodbank & NHS","Windsor, South East England, United Kingdom",https://uk.gofundme.com/f/matilda-amp-sarrinah-raising-funds-for-charity,690,-1,,2020-05-23,,,0,,"Hello     Our names are Matilda and Sarrinah  we are 9 years old. We are best friends and we love playing Minecraft. We will play Minecraft for 9 hours straight  once that is achieved we will try our upmost best to play for 24 hours straight.     We will be raising funds for families who have been effected by Covid19 and the NHS. We want to assist as many families as possible and ensure they all have essentials.   We both feel very passionately about making sure  everyone has food. We will using the money to purchase food and donating to our local food banks.     We also want to help and say thank you to all the wonderful key workers that have been taking care of us all during this pandemic. We hope you help us achieve our goal. Thank you. ",False
"Foodbanks fundraise","Rusholme, North West England, United Kingdom",https://uk.gofundme.com/f/foodbanks-fundraise,607,500,,2020-03-16,,,0,,,False
"Jamie's birthday fundraiser for S2 Foodbank","Sheffield, Yorkshire and the Humber, United Kingdom",https://uk.gofundme.com/f/jamie039s-birthday-fundraiser-for-s2-foodbank,372,150,,2020-03-30,,,0,,"I'm following the lead of my mate and fellow April fool Lloyd  in organising a birthday fundraiser. This I guess is one of the few things I can do to help right now  having a little birthday leverage to grease the wheels of motion! I am raising a few quid for a charity close to my heart that those in Sheffield will most likely have heard of...     S2 Foodbank does essential work supporting families in the S2 postcode; a large area with many families on low incomes many of whom were struggling to make ends meet even before the Coronavirus.     Learn more about S2 Foodbank here    This became even more poignant this weekend when Pat Midgley  mother of my good friend Neil  S2 Councillor and former mayor of Sheffield  passed away due to Coronavirus. As an S2 native she was a staunch supporter and helper at S2 Foodbank  demonstrating the outstanding social conscience that runs through the family.     All I ask is that you think of about how much would you have spent on a few drinks had you been out this payday weekend? You might even have bought me a birthday drink? Instead  please donate what you can to help.    Thanks x",False
"Supporting communities during the COVID-19 crisis♡","Chelmsford, East of England, United Kingdom",https://uk.gofundme.com/f/supporting-communities-during-the-covid19-crisis,351,1000,,2020-04-16,"The Trussell Trust","Registered nonprofitDonations eligible for Gift Aid.",0,,"Do you want to join me and my daughter in making a difference? We are raising money in aid of The Trussell Trust and every donation will help. Thank you in advance for your contribution to this cause that means so much to me.    The Coronavirus pandemic is having massive effects on all our families and communities. Many people have lost their jobs whilst others are in a period of uncertainty. It is horrible worrying about how you will manage to feed yourself and your family. However  food banks can distribute much needed amenities throughout the community reaching those that need a bit of extra support. I have seen first hand what great work food banks do within their local communities.    Every donation they receive makes a real difference and they will be so grateful for your generosity in this time of uncertainty. By donating to the Trussell Trust  you’re enabling them to continue supporting food banks across the country and working towards a future where food banks are no longer needed.     Thank you!    Sonia and Little A ♡    More information about The Trussell Trust: The Trussell Trust  in conjunction with local communities  develops and runs sustainable projects in the UK tackling poverty and exclusion. Through the UK Foodbank Network and Community Enterprises we work with marginalised people in real need  providing practical care and support. www.trusselltrust.org.",False
"Running for others in lockdown by Orianna","Norwich, East of England, United Kingdom",https://uk.gofundme.com/f/r6m68f-running-for-others-in-lockdown,445,30,,2020-04-15,"The Trussell Trust","Registered nonprofitDonations eligible for Gift Aid.",0,,"I want to run a long way in my garden to make money for people who are having a difficult time because of the coronavirus. I am going to try and run 6km which means running 400 times forwards and backwards across the garden. This is because this is the average distance that children in countries without much money walk or run every day to get food and water. Please can you sponsor me to do this. The money will go the Trussle Trust.    More information about The Trussell Trust: The Trussell Trust  in conjunction with local communities  develops and runs sustainable projects in the UK tackling poverty and exclusion. Through the UK Foodbank Network and Community Enterprises we work with marginalised people in real need  providing practical care and support. www.trusselltrust.org.",False
"Charity Fitness Challenge","Stourbridge, West Midlands, United Kingdom",https://uk.gofundme.com/f/charity-fitness-challenge,5123,3000,,2020-04-27,"JET SINGH TRUST","Registered nonprofitDonations eligible for Gift Aid.",0,,"I Jagdish Singh (Billa) want to make a difference!!    At the age of 60 I will be challenging myself to do a daily 5K run  5K Row  300 Knee Ups and 300 Sit ups for the next 2 weeks.    I'm raising money in aid of JET SINGH TRUST who during this COVID-19 pandemic are providing a FREE Foodbank to Vulnerable people in isolation and to those that have incurred a loss of income therefore not being able to afford to purchase food  a basic necessity to survive.    They are also in the process of building a Drop In Hospital Facility In Panjab which will offer free medical treatment and medication  and every donation will help.    Thank you in advance for your contribution to this cause that means so much to me.",False
"Isolation Station - Trussell Trust COVID19 Relief","Denham, South East England, United Kingdom",https://uk.gofundme.com/f/isolation-station-trussell-trust-covid19-relief,280,100,,2020-05-03,"The Trussell Trust","Registered nonprofitDonations eligible for Gift Aid.",0,,"NOTION RECORDS PRESENTS - ISOLATION STATION 002!! RAISING MONEY FOR THE TRUSSELL TRUST    Friday 8th May 2020    Notion Records is organising ""Isolation Station 002"" a livestream music day festival raising money in aid of The Trussell Trust on Friday 8th May 2020 and every donation will help. Thank you in advance for your contribution to this cause especially during this difficult time. Stay safe everyone.     More information about The Trussell Trust: The Trussell Trust  in conjunction with local communities  develops and runs sustainable projects in the UK tackling poverty and exclusion. Through the UK Foodbank Network and Community Enterprises they work with marginalised people in real need  providing practical care and support. www.trusselltrust.org.    And here's a link to the livestream to help with your quarantine blues:    https://www.twitch.tv/notionrecords    Thanks again!",False
"FOOD BANK FOR THE POOR FAMILIES IN THE IVORY COAST","New Addington, Greater London, United Kingdom",https://uk.gofundme.com/f/food-bank-for-the-poor-families-in-the-ivory-coast,340,1000,,2020-03-23,,,0,,"Now is the time for action friends  in this time of health crisis  let us also take good actions by making our hearts speak  and supporting each other.    The Marie Emmanuel Foundation based in London and Abidjan is setting up a ""FoodBank"". A food bank that will be formed through a chain of solidarity that you and we will be part of  in order to provide food support to the poor families of Abidjan (people living day by day).    It is important that the strong one support the weak one because one will carry the other ...    Don't expect the government to do our part because it matters a lot. The survival of our Abidjan community depends on it.    A site has already been selected for the storage and distribution of food.    A kilo of rice  or a packet of spaghetti  or even a can of sardines  will be enough to give hope to a family. WITH ONLY £ 1 we can help at least one family in need.    It's the union that makes strength     Let us know how to anticipate. As it is said so well  the provident never regretted (the prudent man sees evil from afar).    N.B: Volunteers living in Ivory Coast are also welcome to help set up this food bank.",False
"save foodbank","Plymouth, South West England, United Kingdom",https://uk.gofundme.com/f/save-foodbank,124,40000,,2020-01-30,"DEVON AND CORNWALL FOOD ACTION","Registered nonprofitDonations eligible for Gift Aid.",0,,"Do you want to join me in making a difference? I'm raising money in aid of DEVON AND CORNWALL FOOD ACTION and every donation will help. Thank you in advance for your contribution to this cause that means so much to me.",False
"Keele Pool campaign for NEWCASTLE STAFFS FOODBANK","Newcastle, West Midlands, United Kingdom",https://uk.gofundme.com/f/poolsoc039s-campaign-for-newcastle-staffs-foodbank,60,30,,2020-05-16,"NEWCASTLE STAFFS FOODBANK","Registered nonprofitDonations eligible for Gift Aid.",0,,"Keele Pools Society's end of year virtual pool tournament! Entry is free but we ask anyone who can to donate to the local food bank for the Newcastle under Lyme area. This tournament is run to replace the usual doubles competition we run at the end of the year  with entry to this usually being £2.50 so please donate if you can!",False
"Food poverty","Barnet, Greater London, United Kingdom",https://uk.gofundme.com/f/food-poverty,375,400,,2020-08-12,,,0,,"As some of us are coming away from the pandemic with our jobs and lives in tact some people have not been as fortunate. Oxfam and Church Action on Povertyestimate that over 500 000 people in the UKare now reliant on food parcels.    14 million people in the UK are living in poverty.      40% of children are predicted to be living in poverty in 2021     1 million people in the UK live without a fridge    2 million without a cooker    3 million without a freezer.    With the money raised I will be donating food to foodbanks and people who really need our help in this time.    Thank you so much for your help! ",False
"Doorstep Party","Oswestry, West Midlands, United Kingdom",https://uk.gofundme.com/f/doorstep-party,355,150,,2020-05-01,"THE OSWESTRY AND BORDERS FOODBANK","Registered nonprofitDonations eligible for Gift Aid.",0,,"House of wingz are raising money in aid of THE OSWESTRY AND BORDERS FOODBANK and every donation will help. Thank you in advance for your contribution to this cause that means so much to the local area. Thank you to all the performers and spectators of the doorstep party",False
"Rutland Radio","Oakham, East Midlands, United Kingdom",https://uk.gofundme.com/f/rutland-radio,140,200000,,2020-07-06,,,0,,"#SaveRutlandRadio  We are about to lose our beloved Rutland Radio if we don’t do something.    Bauer media have taken over Rutland Radio and intend to turn it into a greatest hits station with no local information  events or travel news from the 1st September. From this date  you will no longer wake up with Rob Persani  it will be someone presenting from else where in the UK. Rutland and Stamford won’t get a mention. The content will be generic with presenters who’ve never heard of Rutland and Stamford. We need to save our station so we know what’s going on in this very unique part of the world.     Rutland Radio is part of our heritage. It has been here 21 years through blood sweat and tears. It is a labour of love and that’s what has kept it going all these years.  The current presenters do a great job and live in the local area. This means they can easily talk of local issues and events. They are ambassadors for Rutland and Stamford. Rob Persani presents Hero of the Week recognizing the great people in our community. They truly care about our community and are always helping charities such as For Rutland and Mindspace Stamford. Rob Persani cycled 40 miles for Ride & Stride helping to raise £20 000 for our churches’ upkeep. They helped raise awareness for Sonny Ferry from Ketton who tragically lost his life. They promoted the sunshine campaign for a new lifeboat. They really care about the people who live here. They promote the Grainstore’s breakfasts where people old and young can come together and talk about their RAF days. They are TRULY LOCAL with local content.  Rutland Radio is the glue to Oakham  Stamford and Uppingham. It keeps us informed of school closures  of flooding  of accidents. It’s a place to reminisce and feel included. It helps so many people. It promotes the foodbanks so those in need can get access  it promotes the Good and New Clothes Sale  which funds the Citizen’s Advice Bureau in Oakham  it promotes Second Helpings so we reduce our food waste and feed bellies instead  it promotes Mindspace Stamford so we can connect with our fellow human beings through art and reading classes. It supports our businesses encouraging people to shop local with shop Stamford and Oakham  Uppingham and Stamford Markets. They promote us with their Star Awards. They promote local talent including singers and bands such as Chloe Lorentzen from Stamford and The Tin Pigeons from Uppingham every Saturday afternoon. It keeps the elderly company when they feel alone.  The corona virus has been such a difficult time for us all and Rutland Radio have continued to keep us entertained and informed  with presenters working alone from home. Instead of being inundated with negativity about the virus  they have put a positive spin on it with poems from 8 year old Krystal Down from Stamford and chatting to For The Love of Scrubs Stamford  Lincs/Rutland.  So many of us have been isolated during this time and Rutland Radio have been a lifeline  a friend which has kept us going. The money needed will help pay for premises  transmitters  licenses and go towards salaries so we can help them get back on their feet.     How you can help:  1. Donate. It doesn’t have to be a large amount  anything will help.  2. Help me form a team so that I am not doing this alone.   3. Spread the word  by word of mouth or share on FB and Twitter  4. Help me get this on TV. ",False
"Maxine's Birthday Raffle","Edinburgh, Scotland, United Kingdom",https://uk.gofundme.com/f/maxine039s-birthday-raffle,177,150,,2020-03-21,,,0,,"So my birthday is on March 30th and I had planned to have a wee party  get dressed up and celebrate in the company of friends on Saturday 28th on March. But then Coronavirus happened :( Obviously there are now way more important things happening than my birthday - vulnerable people are at risk from the virus  workers are giving every hour they have to help people live and function  and people are losing their jobs due to the economic crisis. Thankfully due to Facebook/Video chat  a lovely social circle and the bottle of wine I have stashed in the cupboard - I can still get dressed up  get drunk  get online to see my friends and have a wee party in my flat to myself. But I thought as people are no longer spending money on buses/trains/taxis we could all donate a few quid to a good cause. With funds raised from this page I'll be buying vouchers/products/tickets from local businesses that would appreciate our support now more than ever. If you donate I'll pop your name in a hat then I'll livestream the draw on Saturday night - if you've made a donation then you could snap up one of the fabbo prizes on offer! So  support your local business + socialise online with your pals + watch a ridiculous drunken live stream of me = no brainer!    Hoping to use some of the donations to buy some much needed products for a foodbank - so if you can afford to give more then please do!    Please donate even the cost of a return bus journey  coffee or pint at the pub and let's keep our local business going :)    Feast your eyes on the prizes below:    £20 to spend on a perfect plant or blooming bouquet of flowers from Pollination.   Pollination are a beautiful flower and plant shop based on Ashley Terrace  Edinburgh. This voucher will be sent to you inside a card handmade by a local artist. The lovely folks at Pollination were leaving free flowers for passing people to pick up to make them smile a week ago. However  now they have had to close for a wee while  so let’s show them some support!   https://www.pollination.co.uk/    £10 to spend at Campervan Brewery  either on their online shop or at their taproom located in Leith. Campervan Brewery have had a tough time due to the coronavirus outbreak  having to close. They do some seriously tasty beers so please do donate to keep them going.   https://www.campervanbrewery.com/    1 x entry to Maison De Moggy  Edinburgh’s Cat Café. Whilst Maison De Moggy have had to close their doors for now  rest assured that when they open you can be first to get booked in for a wee cat cuddle. Have a wee look at all the kitties here:   https://www.facebook.com/maisondemoggy/    £15 to spend at Ooh Mami  an Asian Fusion Food and Cocktail Bar based in Leith. They serve some absolutely banging food and the purchase of this voucher for raffle goes straight to preserving their livelihood and keeping them in business.   https://www.facebook.com/oohmamileith/    1 x very tasty meal delivered from Food 4 Leith (Redeemed in Leith only)  Whilst many of these vouchers purchased will be redeemed after the Coronavirus Outbreak (giving you something to look forward to)  the lovely Sam will deliver you a delicious meal to eat whilst your stuck in doors. Sam has been delivering meals to the people who need it most during the lockdown and only accepts a donation. So hopefully this donation will go towards helping others too.   https://www.facebook.com/samturvillchef/    £10 to spend at Paradise Palms  and £10 donation towards helping the homeless during the Coronavirus Outbreak. The kind people at Paradise Palms are asking us to pay £10 now  all of which goes towards feeding the homeless. Then  out of the goodness of their own heart  they will honour you £10 to spend on food or drink when they reopen. Win-Win!   https://tinyurl.com/szzcg5t    One exquisitely crafted iron rose from Blacksmith Toby  handmade and one of a kind this could be yours to proudly display. Toby will also be donating part of the cost to a local foodbank as he’s a generous soul – so get involved.  https://tinyurl.com/vbfps3You could also win a lovely print by local artist Amy Moss  purchased from The Red Door Gallery. The A3 print is entitled Bare Babes and would jazz up any wall it falls upon. See the print here.   https://www.edinburghart.com/product/bare-babes-a3-print/    You could win an absolutely gorgeous pair of earrings from Silk Purse  Sow’s Ear  an Edinburgh Jewellery maker. For each piece of jewellery sold Silk Purse  Sow’s Ear will plant one tree. All packaging is made from recycled and biodegradable materials  and you can see their range of earrings here.   https://silkpursesowsear.com/collections/earrings    A package of 6 scrummy beers from Barney’s Beers. Barney’s Beers are a local microbrewery based at Summerhall in Edinburgh. The lucky winner can pick the same 6 beers of their choosing to be delivered during lockdown (Edinburgh only). If winner is from outside of Edinburgh I will hold on to the beers for them until they can travel again.   https://www.barneysbeer.co.uk/shop/    1 x £10 voucher for Edinburgh Community Yoga. This voucher can be used for one of their fantastic yoga classes  which will come in handy when you need a good stretch after lockdown.   http://edinburghcommunityyoga.co.uk/    And finally  the pièce de résistance  some of you may be saddened to hear that due to the Coronavirus Buckfast  everyone’s favourite Saturday night sesh friend has halted production. However  fear not  as you could win the last bottle of Buckfast ever (maybe  who knows). If you are the lucky winner our Stu has offered to deliver you a custom bottle of Bucky straight to your door  using his one exercise a day to deliver by bike (Edinburgh only). This is one lockdown luxury you don’t want to miss out on.   https://news.stv.tv/scotland/buckfast-production-temporarily-halted-during-pandemic?top",False
"South/west Belfast Food Bank","Dunmurry, Northern Ireland, United Kingdom",https://uk.gofundme.com/f/southwest-belfast-food-bank,50,500,,2019-04-29,"Colin Glen Christian Fellowship","Registered nonprofitDonations eligible for Gift Aid.",0,,"Do you want to join me in making a difference? I'm raising money in aid of Colin Glen Christian Fellowship and every donation will help. Thank you in advance for your contribution to this cause that means so much to me.    More information about Colin Glen Christian Fellowship: 'South-West Belfast foodbank' (managed by Colin Glen Christian Fellowship) gives people in crisis hope  practical help  and a brighter future. Each food package provides three days' emergency food and support to local men  women and children in crisis. Our vision is to ensure that no-one in South-West Belfast has to go hungry.",False
"Make Big Liam Bong","House of Commons, Greater London, United Kingdom",https://uk.gofundme.com/f/make-big-liam-bong,255,150,,2020-01-16,"The Trussell Trust","Registered nonprofitDonations eligible for Gift Aid.",0,,"I’m big Liam. I’ve seen that people are donating to raise £500 000 to make Big Ben ‘bong’ at 11pm on 31st January. Apparently that is an important time for a good bonging. Thinking about it  I’m prepared to bong at this time for way less money. In fact I’d probably do it for free.    Since people are willing to pay for a big bong though  I figured I might as well take advantage of that and raise some moneyfor a good cause. I’ll probably look a bit silly but even if I raise £50 for it  then it’ll have been worth it! NOTE: This is not political in any way  just a daft way to raise money for a cause I really care about.   The Trussell Trust do fantastic work trying to combat hunger in the UK  including running a pretty hefty network of food banks. So if you fancy bunging a few bob in  for a big bong  butnot specifically from Big Ben  then why not bung a few bob to them  through this page?     More information about The Trussell Trust: The Trussell Trust  in conjunction with local communities  develops and runs sustainable projects in the UK tackling poverty and exclusion. Through the UK Foodbank Network and Community Enterprises we work with marginalised people in real need  providing practical care and support. www.trusselltrust.org.    Cheers   Big Liam   x ",False
"The Sincil Foodbank","Lincoln, East Midlands, United Kingdom",https://uk.gofundme.com/f/the-sincil-foodbank,1009,500,,2019-08-16,,,0,,"In some areas of Lincolnshire 2 in 5 children face the fact they may not get a hot meal that day.     The Sincil Food bank has been set up to halt the hunger in Lincolnshire.     All donations to this cause will stay in the Lincolnshire area.    Proceeds will go towards benefiting those in crisis who cannot afford a hot meal or the most basic of sanitary products.     They need our help.    Follow us on twitter @sincilfoodbank or facebook /sincilfoodbank",False
"Help End Child Food Poverty","Wetherby, Yorkshire and the Humber, United Kingdom",https://uk.gofundme.com/f/help-end-child-food-poverty,560,1000,,2020-10-24,"WETHERBY AND DISTRICT FOODBANK","Registered nonprofitDonations eligible for Gift Aid.",0,,"Do you want to join Kofi&Co. in making a difference? We are raising money in aid of WETHERBY AND DISTRICT FOODBANK and every donation will help us to END CHILD FOOD POVERTY. Thank you SO much in advance for your contribution to this cause that means so much to us.",False
"Winterton - Let's Feed our Hungriest Kids!","Winterton, Yorkshire and the Humber, United Kingdom",https://uk.gofundme.com/f/kids-meals-for-those-that-need-them,945,-1,,2020-10-22,,,0,,"We are with Marcus Rashford and not the 322 MPs that voted against the provision of meals to families that needed them the most this half term.    Market Hill Fisheries are crowd funding to cover the cost of ingredients in order to provide FREE meals for children that need them the most.    The recent decision not to provide food vouchers for children is something we feel very strongly about. Since the announcement  we’ve seen other businesses around the country offer their support to those affected and we wanted to do the same.    So this half term we would like to offer free hot meals for any child in our community that would normally have a food voucher. To claim a free meal  just ask for a ‘School Meal’ - it’s that simple.    If you know of anyone in need  please tell them that this offer is available. We’ll be doing this throughout half term whilst the shop is open  from Wednesday 28th to Saturday 31st October.     All money raised will go directly towards providing meals for children and any money remaining will be donated to a relevant charity.     Finally  we’d also ask that anyone who feels strongly about this issue to contact their local MP and tell them why you think this is so important.     Thank you.      Read about it on Facebook    Update 23 October  We've had a overwhelmingly and totally unexpected response to the campaign and we've met our initial target!    After some thought we've decided to extend the target to provide free meals over the Christmas holidays too.    Thanks to all of those who have supported us!    Update 10 November    We are really pleased to announce we've donated £908.81 to the Scunthorpe Foodbank. (The difference is the GoFundMe admin fee).    The money was originally raised to fund free meals for children over the school holidays at Market Hill Fisheries. Our initial fundraising target was overwhelmingly exceeded with donations from all over the country and we pledged to donate the money to a relevant local charity. Having researched local charities we've selected the Scunthorpe Foodbank as they serve Winterton.     Applications for foodbank vouchers can be applied for through these organisations (https://scunthorpe.foodbank.org.uk/get-help/local-voucher-agencies/). Due to COVID  the foodbank is doing doorstep deliveries to Winterton.     We're incredibly grateful for the amazing work that the Scunthorpe Foodbank do in these uncertain times.  ",False
"THE FOODBANK @ YEOVIL COMMUNITY CHURCH","Sherborne, South West England, United Kingdom",https://uk.gofundme.com/f/the-foodbank-yeovil-community-church,1482,1000,,2020-03-21,"YEOVIL CHRISTIAN SUPPORT TRUST","Registered nonprofitDonations eligible for Gift Aid.",0,,"Have YOU seen or used the Yeovil Food Bank based at Yeovil Community Church? I hope you haven't. But many  many see it often  and the need is growing whilst donations are shrinking. Demand over the last couple of weeks has tripled help has not. Can you donate just five pounds to help this crisis? My name is Andy and having lived on the streets  I know what it's like to be hungry and to struggle. I can in some small way understand the fear and worry people would face without this resource. As someone often in the church building  I see first-hand people (often not the ones we 'picture' in our minds)  but everyday hard-working families  people like us  who just need a helping hand. SO I went to Tesco to buy some food for us hoping to donate some too. But there was no food to give so I thought I could give my donation in financial terms - thus allowing Yeovil Christian Support Trust to top up their own surplus and use my gift as they require. Perhaps you would consider doing the same. Could you spare a fiver to help top up the food bank and other groups the Lords larder helps. The church link is https://yeovilcommunitychurch.co.uk and the charity is www.ycstyeovil.org.uk and ALL donations will go directly to them... helping provide food parcels and support all manner of clients in OUR town.   Because who knows in this day and age  when we may need it ourselves. Thank You. I've set the target but would love to see that broken - plus I'm happy to accept silly challenges for money!! Or to rope others in to help with this!!   Andy Robinson - for Yeovil Community (and the community church).  ",False
