Key,Fundraiser,Raised,Charity,Operates,Postcode,Activities,Description,Address,FirstDonation,LastDonation
113,"Alice Baker",2615,"The Bristol Sport Foundation","Nottingham City, Nottinghamshire, Malawi, Sierra Leone, Uganda","B97 5PD","Cherish works with children and families in crisis, in Africa and the UK. In Africa we focus on education, relief and development, while in the UK we have worked with victims of domestic violence, and children in areas of high deprivation. Cherish always works direct with local service providers. All projects have been inspected by a trustee, or other nominated person.","Thank you for raising money for the Bristol Sport Foundation.
From here you can make a donation to our work or set up a fundraising page for your event. Whether you’re taking part in our Break The Cycle event, running a marathon or doing your own amazing thing for us we are here to help.
It’s quick and easy to set up and personalise your fundraising page. Your friends and family can donate to your page instantly though the secure server, which means there is also no need to chase for sponsorship money.
About the BSF
We aim to change lives through sport!
We identify cohorts of people in Greater Bristol and the West Of England who are in need of support and we design outcome-based programmes that help people make positive and informed lifestyle choices.  
","Ashton Gate Stadium,Ashton Road  Bristol,  BS3 2EJ",13/05/2020,27/05/2020
114,"Alina Cretu",3235,"Friends at Bessemer",,,,"Welcome to the Friends @ Bessemer fundraising page!
Bessemer Grange Primary School’s parent teacher association is a registered charity run by volunteers. We work to strengthen the school community through events and fundraising.
You can support us with a one off or monthly donation.
 















 
Our fundraising target 
Please help us to reach our target of £22,550 and deliver vital funds for Bessemer Grange Primary School. 

Here's the wishlist from the school for 2019/20:
£8,000  Music: year 4 woodwind and new instruments

£2,250  English: books and author visits

£1,500  Science: science week

£2,000  SEN: support & resources

£2,000  PSHE: bike and healthy week

£2,500  Carnival: workshops and resources

£500     Parent Workshop Packs

£2,300  Year 6: leavers disco and school journey

£1,500  Playground: toys and resources

Please get in touch via our email if you have an idea for a fundraising event.
","Bessemer Grange Primary School,Dylways  London,  SE5 8HP",23/03/2020,01/04/2020
115,"Alison Hall",65,"Southend Foodbank",,,,"Thank you for supporting Southend Foodbank. We distribute crisis food parcels across Southend and Rochford, to people referred to us because they are struggling to put food on their table. After our busiest year ever in 2019, 2020 is already our most challenging.

We are currently facing several challenges responding to coronavirus, including: fewer places open for donations and substantially less food being donated; restrictions on how many volunteers can be active in our spaces, which is stretching our capacity especially as there has been an increased numbers of enquiries; uncertainty about how much local need might suddenly increase; and changes to the way we organise distribution to keep everyone safe. Check our covid-19 page for current arrangements.
If you are are able to donate money or get sponsored to do something amazing through #TwoPointSixChallenge the funds you raise could be used to buy food and make sure we can keep supporting people in our community. Just like a real shopping basket, when you join in a crowdfunder every can counts and it all adds up!
Even if you can't donate right now, you can still support the foodbank for free. Follow us on social media and get involved with campaigns to end food poverty. Clicks, cash and cans all make a difference.","Friendship House,484 Southchurch Road  Southend-on-sea,  SS1 2QA",08/05/2020,12/05/2020
116,"Annie Trihan",310,"Bow Foodbank",Kent,"TN16 1EX","MEMBERS MEETINGS  LECTURES  DISCUSSIONS  FUND RAISING ACTIVITIES","Corona Virus - Food crisis
As well as looking after the individuals and families who need our help week after week, we are doing everything that we can to support the local community, working with other organisations and with the local council to help to distribute food to those who are self isolating or unable to leave their homes. 
Thank you to everyone who has helped us, especially in these last few weeks. Please support us if you can. Our costs are escalating way beyong our normal budget, but we want to do more. These are difficult times for all of us, but desperate for those with limited access to food for their families. 
Thank you
2 April 2020.


Bow Foodbank is a small independent foodbank based in Bow, east London. Our mission is to provide food and support to anyone in need.
We are fairly unique in our approach: the dignity of each client is foremost, they choose the food they need, and we don't require clients to be referred or have vouchers, prefering to trust each client. 

We provide a warm welcome, tea and a sandwich/cake while clients wait to do their 'shopping'. Free legal advice is available at each foodbank session.




","177 Bow Road,  London,  E3 2SG",17/04/2020,29/04/2020
117,"Arobanam Covid 19 Appeal",1679,"Arobanam Children Fund","Derby City, Derbyshire","DE22 1GU","Furthering the religious and other charitable work of the Church of England in the Ecclesiastical of St Alkmund and St Werburgh Derby","The civil war has had devastating effects on the population in the Northern and Eastern provinces of Sri Lanka. Thus the main objective of Arobanam Children Fund is to provide both urgent humanitarian relief and long-term rehabilitation for children who have lost one or both parents.
Arobanam Children Fund has successfully set-up and maintained a sponsorship scheme helping hundreds of children. Over the past 15 years of this scheme we have also identified the need for a separate fund in order to support those children who have gained university places within Sri Lanka.","29 Helmsdale Road,  London,  SW16 5UT",12/04/2020,28/05/2020
118,"Ben Murphy",2615,"The Bristol Sport Foundation","Nottingham City, Nottinghamshire, Malawi, Sierra Leone, Uganda","B97 5PD","Cherish works with children and families in crisis, in Africa and the UK. In Africa we focus on education, relief and development, while in the UK we have worked with victims of domestic violence, and children in areas of high deprivation. Cherish always works direct with local service providers. All projects have been inspected by a trustee, or other nominated person.","Thank you for raising money for the Bristol Sport Foundation.
From here you can make a donation to our work or set up a fundraising page for your event. Whether you’re taking part in our Break The Cycle event, running a marathon or doing your own amazing thing for us we are here to help.
It’s quick and easy to set up and personalise your fundraising page. Your friends and family can donate to your page instantly though the secure server, which means there is also no need to chase for sponsorship money.
About the BSF
We aim to change lives through sport!
We identify cohorts of people in Greater Bristol and the West Of England who are in need of support and we design outcome-based programmes that help people make positive and informed lifestyle choices.  
","Ashton Gate Stadium,Ashton Road  Bristol,  BS3 2EJ",13/05/2020,27/05/2020
119,"Beth Evans",2615,"The Bristol Sport Foundation","Nottingham City, Nottinghamshire, Malawi, Sierra Leone, Uganda","B97 5PD","Cherish works with children and families in crisis, in Africa and the UK. In Africa we focus on education, relief and development, while in the UK we have worked with victims of domestic violence, and children in areas of high deprivation. Cherish always works direct with local service providers. All projects have been inspected by a trustee, or other nominated person.","Thank you for raising money for the Bristol Sport Foundation.
From here you can make a donation to our work or set up a fundraising page for your event. Whether you’re taking part in our Break The Cycle event, running a marathon or doing your own amazing thing for us we are here to help.
It’s quick and easy to set up and personalise your fundraising page. Your friends and family can donate to your page instantly though the secure server, which means there is also no need to chase for sponsorship money.
About the BSF
We aim to change lives through sport!
We identify cohorts of people in Greater Bristol and the West Of England who are in need of support and we design outcome-based programmes that help people make positive and informed lifestyle choices.  
","Ashton Gate Stadium,Ashton Road  Bristol,  BS3 2EJ",13/05/2020,27/05/2020
120,"Beth Old",95,Touchstone,,,,"
Touchstone's vision is to inspire communities and transform lives.  We are supporting the community, but we can't do it on our own. 
Please help us transform lives during the Covid- 19 crisis by making a donation so that Touchstone's service users do not go hungry.
Many of the people and families we support are finding it difficult or impossible to get to food banks.  They are hungry, isolated and unwell. 
Your support for Touchstone is never more needed #nevermoreneeded
Please consider fundraising for Touchstone.  With a £25 donation, service users who are self isolating and are very vulnerable will have an essential food parcel to last a week.  100% of your donation will be used for basic essential items for our emergency campaign #touchstonelovesfood.  
Thank you very much for your kindness during this crisis. 


Get our latest news from:
","Touchstone House 2-4 Middleton Crescent,  Leeds,West Yorkshire  LS11 6JU",04/05/2020,05/05/2020
121,"Caragh McWhinney",110,"The PwC Foundation",,,,"The PwC Foundation is a registered charity (No 1144124), set up in October 2011 to promote social inclusion and sustainable development in the UK, in line with our purpose.
Through our Together for Change campaign, we are aiming to support 500,000 people. We will do this through our four partner charities, which are aligned to our community strategy focus areas of mental health & wellbeing and social mobility.
There are two staff-voted charities: Samaritans, our mental health and wellbeing partner, and UK Youth, our social mobility partner. The other two PwC Foundation charities are long standing partners: the Beyond Food Foundation and Wellbeing of Women
We also support staff fundraising for locally supported/ personally supported charities, by sending on their donations to the charity they are supporting. We also offer matched giving for our staff.
Find out more by joining us on Twitter @pwcfoundationuk, or take a look at our website.","The PwC Foundation,  1 Embankment Place,London  WC2N 6RH",13/05/2020,27/05/2020
122,"Carly Rissen",605,"Hillingdon Foodbank",,,,,"Coats Of Many Colours Nursery,4 New Windsor Street  Uxbridge,  UB8 2TU",21/05/2020,27/05/2020
123,"Chad Scragg",2615,"The Bristol Sport Foundation","Nottingham City, Nottinghamshire, Malawi, Sierra Leone, Uganda","B97 5PD","Cherish works with children and families in crisis, in Africa and the UK. In Africa we focus on education, relief and development, while in the UK we have worked with victims of domestic violence, and children in areas of high deprivation. Cherish always works direct with local service providers. All projects have been inspected by a trustee, or other nominated person.","Thank you for raising money for the Bristol Sport Foundation.
From here you can make a donation to our work or set up a fundraising page for your event. Whether you’re taking part in our Break The Cycle event, running a marathon or doing your own amazing thing for us we are here to help.
It’s quick and easy to set up and personalise your fundraising page. Your friends and family can donate to your page instantly though the secure server, which means there is also no need to chase for sponsorship money.
About the BSF
We aim to change lives through sport!
We identify cohorts of people in Greater Bristol and the West Of England who are in need of support and we design outcome-based programmes that help people make positive and informed lifestyle choices.  
","Ashton Gate Stadium,Ashton Road  Bristol,  BS3 2EJ",13/05/2020,27/05/2020
124,"Chantelle Wopara",2615,"The Bristol Sport Foundation","Nottingham City, Nottinghamshire, Malawi, Sierra Leone, Uganda","B97 5PD","Cherish works with children and families in crisis, in Africa and the UK. In Africa we focus on education, relief and development, while in the UK we have worked with victims of domestic violence, and children in areas of high deprivation. Cherish always works direct with local service providers. All projects have been inspected by a trustee, or other nominated person.","Thank you for raising money for the Bristol Sport Foundation.
From here you can make a donation to our work or set up a fundraising page for your event. Whether you’re taking part in our Break The Cycle event, running a marathon or doing your own amazing thing for us we are here to help.
It’s quick and easy to set up and personalise your fundraising page. Your friends and family can donate to your page instantly though the secure server, which means there is also no need to chase for sponsorship money.
About the BSF
We aim to change lives through sport!
We identify cohorts of people in Greater Bristol and the West Of England who are in need of support and we design outcome-based programmes that help people make positive and informed lifestyle choices.  
","Ashton Gate Stadium,Ashton Road  Bristol,  BS3 2EJ",13/05/2020,27/05/2020
125,"Christiaan George",0,"Food for All",,,,"Food For All (FFA) is a registered charity based in London (also in other parts of the UK), which distributes over 1,000, spiritually enriched nutritionally balanced vegetarian meals, to different groups of people, including the homeless, disadvantaged, financially challenged and the ‘needy’ on a daily basis, for free! It is open for all people to take part. FFA targets the homeless, single parents, the elderly, the unemployed, people suffering from mental and physical disabilities and the marginalised. (Charity No. 1077897)

","16 Stewart Close,  Abbots Langley,  WD5 0LU",,
126,"Christian Percival",0,"The Christie charity",,,,"The Christie is one of Europe’s leading cancer centres, treating over 40,000 patients a year. 
We are based in Manchester and serve a population of 3.2 million across Greater Manchester & Cheshire, but as a national specialist around 26% of patients are referred to us from other parts of the country.
We provide radiotherapy through one of the largest radiotherapy departments in the world; chemotherapy on site and through 14 other hospitals; highly specialist surgery for complex and rare cancer; and a wide range of support and diagnostic services.
We are also an international leader in research, with world first breakthroughs for over 100 years.  We run one of the largest early clinical trial units in Europe with over 300 trials every year.
Our charity raises money to fund projects at The Christie which are outside the scope of the NHS. Last year we raised nearly £12 million which funded a whole range of things, including a new radiopharmacy, to communications skills training for nursing staff, a new state-of-the-art surgical robot, groundbreaking cancer research and our wig service (to name but a few).
We couldn't do this without the fantastic support of people, both across the North West and around the UK.
Thank you for helping to improve cancer treatment and make cancer a thing of the past","The Christie Charity,The Christie NHS Foundation Trust  550 Wilmslow Road,Manchester  M20 4BX",,
127,"Christopher Young",164.99,Mind,,,,"We’re Mind, the mental health charity. We believe no one should have to face a mental health problem alone. We’re here for you. Today. Now. Whether you’re stressed, depressed or in crisis. We’ll listen, give support and advice, and fight your corner.
Thank you so much for raising money for Mind. Our work relies on people like you. People who give their time, money, energy and passion to make sure Mind can be there for everyone who needs us.
Every penny you raise will help to make sure people with a mental health problem have somewhere to turn. This could be someone dealing with anxiety, depression or bipolar finding the information and support they’ve been looking for by calling our infoline.
Whether you're planning to support us through a run, cycle, trek, swim, triathlon, another event or your own fundraising activity - we’re on hand to help you and give you all the support you need. You’re doing something really good. And we want that to feel great. 

Thank you for your kind and generous support.



","Mind N A M H,Granta House  15-19 Broadway,London  E15 4BQ",08/05/2020,15/05/2020
128,"Clarendon Fun Run",3628.02,"Wandsworth Foodbank",,,,"Wandsworth Foodbank - Administered by Junction Community Trust
 Providing emergency food & support to local people in crisis in the London borough of Wandsworth.
We don’t think anyone in our community should have to face going hungry. That’s why we provide three days’ nutritionally balanced emergency food and support to local people who are referred to us in crisis. We are part of a nationwide network of foodbanks, supported by The Trussell Trust, working to combat poverty and hunger across the UK.
Last year we helped 1209 different households locally, providing 5218 3-day emergency food supplies in crisis. This is an increase of 11% on the previous year.
We partner with Citizen's Advice Wandsworth and have a full-time advisor working exclusively with people in the foodbank, helping to resolve the crisis and reduce the need for future food bank use.
","St. Marks Church,Battersea Rise  London,  SW11 1EJ",03/05/2020,15/05/2020
129,"Dagmara Drevenakova",0,"The Jack and Ada Beattie Foundation","Throughout Wales","NP23 5QW","The band provides musical entertainment at a range of events throughout its local community. Tuition is also provided to individuals of all ages.","The Jack and Ada Beattie Foundation are delighted to announce their latest project, Tons of Help from Jack and Ada.
 ‘Tons of Help from Jack and Ada’ will support the most in need, affected by Coronavirus across London and Birmingham. Giving Crisis Grants of £100 to individuals in support of essential and basic needs.
• No intrusive application form; no repayment needed.
• The foundation commits to funding this programme. However, if other donors would like to support a grant – we will direct your support to a case (and update you on the case study details).
• If you would like to provide a Ton, administered by the Jack and Ada Beattie Foundation. Please do contact thierry@beattiefoundation.com. Your kind support will be directed to a successful applicant. You will be notified of the chosen applicant’s details, and how they progress.
• Recipients will remain anonymous and their personal details never be published across any of our marketing or to donors. Although case stories will be published on our website/twitter.

Why £100?
•£100 is more than anyone, no matter their circumstance will receive per week on Universal Credit.
•£100 is the most common amount sought from a payday lender – we know from our research over half of payday loans go on essential and basic expenditure such as grocery shopping.
•£100 covers the average weekly grocery spend of a household of two adults.
•£100 covers the average monthly energy; water and broadband bills of a household, combined.","Unit 4.07 The Tea Building,56 Shoreditch High St  London,London  E1 6JJ",,
130,"Darren De Souza",1160,Touchstone,,,,"
Touchstone's vision is to inspire communities and transform lives.  We are supporting the community, but we can't do it on our own. 
Please help us transform lives during the Covid- 19 crisis by making a donation so that Touchstone's service users do not go hungry.
Many of the people and families we support are finding it difficult or impossible to get to food banks.  They are hungry, isolated and unwell. 
Your support for Touchstone is never more needed #nevermoreneeded
Please consider fundraising for Touchstone.  With a £25 donation, service users who are self isolating and are very vulnerable will have an essential food parcel to last a week.  100% of your donation will be used for basic essential items for our emergency campaign #touchstonelovesfood.  
Thank you very much for your kindness during this crisis. 


Get our latest news from:
","Touchstone House 2-4 Middleton Crescent,  Leeds,West Yorkshire  LS11 6JU",28/04/2020,21/05/2020
131,"Elizabeth Smith",200.13,Touchstone,,,,"
Touchstone's vision is to inspire communities and transform lives.  We are supporting the community, but we can't do it on our own. 
Please help us transform lives during the Covid- 19 crisis by making a donation so that Touchstone's service users do not go hungry.
Many of the people and families we support are finding it difficult or impossible to get to food banks.  They are hungry, isolated and unwell. 
Your support for Touchstone is never more needed #nevermoreneeded
Please consider fundraising for Touchstone.  With a £25 donation, service users who are self isolating and are very vulnerable will have an essential food parcel to last a week.  100% of your donation will be used for basic essential items for our emergency campaign #touchstonelovesfood.  
Thank you very much for your kindness during this crisis. 


Get our latest news from:
","Touchstone House 2-4 Middleton Crescent,  Leeds,West Yorkshire  LS11 6JU",03/05/2020,27/05/2020
132,"Emma Tooth",4182.38,"Kinamba Community Project","Essex, Isle Of Wight, Oxfordshire",,,"The Kinamba Community Project is a nursery and primary school dedicated to educating children of the Urugero and Umutaka communities in the Kinamba area of Kigali, Rwanda.
After the devastating genocide of 1994, The Kinamba Community Project offers hope to war widows, genocide orphans, the marginalised and vulnerable people of Kinamba.
The project also houses a co-operative teaching women beadwork and tailoring skills, in addition to sponsoring over 70 children to further education within Rwanda.","Crabtree Farm,Main Street  Baycliff,Ulverston  LA12 9RN",12/04/2020,13/05/2020
133,"Family Harrison",190,"Paignton Zoo",,,,"Paignton Zoo is a registered conservation, education and scientific charity dedicated to conserving our global wildlife heritage. We are committed to the conservation of plants and animals throughout the world. We carry out field conservation projects in the UK and overseas, run breeding programmes for native and exotic animals and do applied research within the zoo. We also sustain an extensive education programme reaching out to local schools, communities and groups.
With your support we can continue to protect and research endangered species across the world. 
Thank you.","Totnes Road,  Paignton,Devon  TQ4 7EU",16/05/2020,27/05/2020
134,"Gillian Ford",0,"Harold Hill Foodbank",Lincolnshire,,"We are a womens group who promote health and further education to its members",,"Harold Hill Foodbank,No 1 Guardian Business Centre  Farringdon Avenue,Romford  RM3 8FD",,
135,"Hanaa mohammed",3574.06,"Abu Faisal Trust",,,,"Abu Faisal Trust is a NON government funded and NON Profit charity that is based in the UK. Helping deprived communities in the third world countries by providing relief to natural disaster struck areas, war zones and poor communities, by providing food and shelter and to help poverty stricken areas worldwide with relief and support. We work on livelihood schemes and helping orphans and widows worldwide. We work on water projects worldwide to help communities gain clean and safe drinking water for the poor and vulnerable.
","187 Lammack Road,  Blackburn,  BB1 8LH",22/03/2020,20/05/2020
136,"Hannah Groves",123,"Luton Foodbank",,,,"Launched in April 2013, Luton Foodbank provides emergency food supplies to local people living in food poverty. 
Luton Foodbank provides individuals and families with non-perishable food parcels containing 3 days worth of food.
We work with local organisations and volunteers, striving to ensure that no one in Luton goes hungry. 
We value all the support that we recieve from local community, including schools, churches, mosques and other organisations.  If you would like to get involved by volunteering or becoming a referral agency, please contact us using the details on this page.
Thank you!","Unit 3 High Town Enterprise Centre Yor,  Luton,Bedfordshire  LU2 0HA",29/02/2020,16/03/2020
137,"Helen Verity",415,"National Literacy Trust",,,,,"National Literacy Trust,1st Floor  68 South Lambeth Road,London  SW8 1RL",20/03/2020,08/04/2020
138,"High School of Dundee",561.02,"Dundee Foodbank",Devon,,,,"Unit 5-6 Dunsinane Avenue,Dunsinane Industrial Estate  Dundee,Angus  DD2 3QN",30/04/2020,25/05/2020
139,"Ivan gora",0,"The Jack and Ada Beattie Foundation","Throughout Wales","NP23 5QW","The band provides musical entertainment at a range of events throughout its local community. Tuition is also provided to individuals of all ages.","The Jack and Ada Beattie Foundation are delighted to announce their latest project, Tons of Help from Jack and Ada.
 ‘Tons of Help from Jack and Ada’ will support the most in need, affected by Coronavirus across London and Birmingham. Giving Crisis Grants of £100 to individuals in support of essential and basic needs.
• No intrusive application form; no repayment needed.
• The foundation commits to funding this programme. However, if other donors would like to support a grant – we will direct your support to a case (and update you on the case study details).
• If you would like to provide a Ton, administered by the Jack and Ada Beattie Foundation. Please do contact thierry@beattiefoundation.com. Your kind support will be directed to a successful applicant. You will be notified of the chosen applicant’s details, and how they progress.
• Recipients will remain anonymous and their personal details never be published across any of our marketing or to donors. Although case stories will be published on our website/twitter.

Why £100?
•£100 is more than anyone, no matter their circumstance will receive per week on Universal Credit.
•£100 is the most common amount sought from a payday lender – we know from our research over half of payday loans go on essential and basic expenditure such as grocery shopping.
•£100 covers the average weekly grocery spend of a household of two adults.
•£100 covers the average monthly energy; water and broadband bills of a household, combined.","Unit 4.07 The Tea Building,56 Shoreditch High St  London,London  E1 6JJ",,
140,"Ivana Makulova",0,"3 Pillars Project",,,,"3Pillars Project tackles the challenges faced by young people by building meaningful relationships with those at vulnerable to crime, through innovative rugby, adventure, and sports-based mentoring programmes. 
We work in the community, in alternative provision schools and in youth custody prisons. Using expert coaches drawn from sport, mentoring and leadership roles, we provide consistent and reliable support to young people to enable them to succeed. Our 3 Pillars, Exercise, Education, and Ethos, provide the structure for us to help individuals develop better physical, emotional and mental wellbeing, leading to improved employability outcomes. 
Mentoring and trauma awareness features throughout our engagement and continues to be available to participants even after a course finishes. We believe a holistic approach is needed to positively impact our society, which is why we work in all environments, from community programmes to prisons estates.","93 Tabernacle Street,  London,  EC2A 4BA",,
141,"Jack Trump",2615,"The Bristol Sport Foundation","Nottingham City, Nottinghamshire, Malawi, Sierra Leone, Uganda","B97 5PD","Cherish works with children and families in crisis, in Africa and the UK. In Africa we focus on education, relief and development, while in the UK we have worked with victims of domestic violence, and children in areas of high deprivation. Cherish always works direct with local service providers. All projects have been inspected by a trustee, or other nominated person.","Thank you for raising money for the Bristol Sport Foundation.
From here you can make a donation to our work or set up a fundraising page for your event. Whether you’re taking part in our Break The Cycle event, running a marathon or doing your own amazing thing for us we are here to help.
It’s quick and easy to set up and personalise your fundraising page. Your friends and family can donate to your page instantly though the secure server, which means there is also no need to chase for sponsorship money.
About the BSF
We aim to change lives through sport!
We identify cohorts of people in Greater Bristol and the West Of England who are in need of support and we design outcome-based programmes that help people make positive and informed lifestyle choices.  
","Ashton Gate Stadium,Ashton Road  Bristol,  BS3 2EJ",13/05/2020,27/05/2020
142,"James Robilliard",180,"Juvenile Diabetes Research Foundation Limited.",Suffolk,,"The Pinewood Community Hall has now been built by Pinewood Parish Council and we celebrated this fine achievement. 
We obtained grants from various bodies and made payments to the Parish Council to pay for furniture and items for the hall totalling -ú12,757. We continue to support and promote the hall and have two representatives on the management committee.","Thank you for raising money for JDRF.
JDRF is the type 1 diabetes charity, improving lives until we find the cure.
We fund research to cure, treat and prevent type 1 diabetes. We provide information for children, adults and parents living with the condition, at all stages from diagnosis and beyond. We give a voice to people with type 1 diabetes and campaign for increased focus on, and funding for, research to find the cure.
From here you can make a donation to our work or set up a fundraising page for your event. You dont have to be a top athlete to take part in an event for JDRF. With some training and dedication, the sky is the limit. Find out more about the different types of event you can take part in at www.jdrf.org.uk/events. When you complete your challenge you can feel doubly proud, knowing that your efforts have helped fund world class research into type 1 diabetes.
Why I support JDRF... 
""I give as much as I can to JDRF as I feel that their research is powerful and potentially life-changing. I was inspired by the Celebrity Kilimanjaro climb, and I put myself through an intense training programme to attain the physical fitness and mental determination required to get me to the top! My sweet and courageous daughter Jenny was diagnosed with type 1 diabetes at the tender age of 10. My daughter is lucky - she has a supportive family and excellent medical care, but...this is not enough! I want to help find the cure that will transform the lives of many people around the world."" Sally Anderton - Climb Kilimanjaro
""My daughter, now aged 10, was diagnosed with type 1 diabetes in April 2008.  I wanted to do something that would help with the valuable work that you are doing for children with type 1 diabetes and to show my appreciation for the advances in diabetes care from which Rachel is benefiting. I decided to do some fundraising by collecting sponsorship for completing the ‘Go Ape’ tree top course at Leeds castle.  This was a challenge as the height was well out of my comfort zone but the generous sponsorship and encouragement from friends, family and acquaintances ensured that I made it round. I am delighted to enclose a total of £550.  Our family is very grateful for the work that you do and Rachel loves her JDRF bear.  With best wishes for continued breakthroughs in type 1 diabetes treatments and hopefully a cure in the future."" Brenda Ladley - Goes Ape for JDRF","17-18 Angel Gate,  London,  EC1V 2PT",19/02/2020,06/03/2020
143,"Jane Wellens",80,NSPCC,"Kingston Upon Thames, Surrey","KT1 1HL","Presenting a programme of plays and other activities in the Rose Theatre, Kingston and beyond, which advance the education of the public in all aspects of dramatic art.","We’re the only charity fighting to end child abuse in the UK and Channel Islands. That’s why we help children who’ve been abused to rebuild their lives, we protect children at risk, and we find the best ways of preventing child abuse from ever happening.","N S P C C,Weston House  42 Curtain Road,London  EC2A 3NH",21/03/2020,12/05/2020
144,"Jarmila Levayova",0,"Bishop Martin Parent Teacher Association",Devon,"TQ10 9JN","SUPPORT SCHOOL WITH RESOURCES RAISED MAINLY BY FUNDRAISING EVENTS","
","Church Road,Woolton  Liverpool,Merseyside  L25 5JF",,
145,"Jasmine Mansyah",2615,"The Bristol Sport Foundation","Nottingham City, Nottinghamshire, Malawi, Sierra Leone, Uganda","B97 5PD","Cherish works with children and families in crisis, in Africa and the UK. In Africa we focus on education, relief and development, while in the UK we have worked with victims of domestic violence, and children in areas of high deprivation. Cherish always works direct with local service providers. All projects have been inspected by a trustee, or other nominated person.","Thank you for raising money for the Bristol Sport Foundation.
From here you can make a donation to our work or set up a fundraising page for your event. Whether you’re taking part in our Break The Cycle event, running a marathon or doing your own amazing thing for us we are here to help.
It’s quick and easy to set up and personalise your fundraising page. Your friends and family can donate to your page instantly though the secure server, which means there is also no need to chase for sponsorship money.
About the BSF
We aim to change lives through sport!
We identify cohorts of people in Greater Bristol and the West Of England who are in need of support and we design outcome-based programmes that help people make positive and informed lifestyle choices.  
","Ashton Gate Stadium,Ashton Road  Bristol,  BS3 2EJ",13/05/2020,27/05/2020
146,"Jazz Coles",2615,"The Bristol Sport Foundation","Nottingham City, Nottinghamshire, Malawi, Sierra Leone, Uganda","B97 5PD","Cherish works with children and families in crisis, in Africa and the UK. In Africa we focus on education, relief and development, while in the UK we have worked with victims of domestic violence, and children in areas of high deprivation. Cherish always works direct with local service providers. All projects have been inspected by a trustee, or other nominated person.","Thank you for raising money for the Bristol Sport Foundation.
From here you can make a donation to our work or set up a fundraising page for your event. Whether you’re taking part in our Break The Cycle event, running a marathon or doing your own amazing thing for us we are here to help.
It’s quick and easy to set up and personalise your fundraising page. Your friends and family can donate to your page instantly though the secure server, which means there is also no need to chase for sponsorship money.
About the BSF
We aim to change lives through sport!
We identify cohorts of people in Greater Bristol and the West Of England who are in need of support and we design outcome-based programmes that help people make positive and informed lifestyle choices.  
","Ashton Gate Stadium,Ashton Road  Bristol,  BS3 2EJ",13/05/2020,27/05/2020
147,"Jessica Parker",745,Touchstone,,,,"
Touchstone's vision is to inspire communities and transform lives.  We are supporting the community, but we can't do it on our own. 
Please help us transform lives during the Covid- 19 crisis by making a donation so that Touchstone's service users do not go hungry.
Many of the people and families we support are finding it difficult or impossible to get to food banks.  They are hungry, isolated and unwell. 
Your support for Touchstone is never more needed #nevermoreneeded
Please consider fundraising for Touchstone.  With a £25 donation, service users who are self isolating and are very vulnerable will have an essential food parcel to last a week.  100% of your donation will be used for basic essential items for our emergency campaign #touchstonelovesfood.  
Thank you very much for your kindness during this crisis. 


Get our latest news from:
","Touchstone House 2-4 Middleton Crescent,  Leeds,West Yorkshire  LS11 6JU",27/04/2020,29/05/2020
148,"Jo Eayres",50,"Cirencester Foodbank",,,,,"Cirencester Foodbank,Cirencester Baptist Church  Chesterton Lane,Cirencester  GL7 1YE",21/03/2020,21/03/2020
149,"Josh Lobley",2615,"The Bristol Sport Foundation","Nottingham City, Nottinghamshire, Malawi, Sierra Leone, Uganda","B97 5PD","Cherish works with children and families in crisis, in Africa and the UK. In Africa we focus on education, relief and development, while in the UK we have worked with victims of domestic violence, and children in areas of high deprivation. Cherish always works direct with local service providers. All projects have been inspected by a trustee, or other nominated person.","Thank you for raising money for the Bristol Sport Foundation.
From here you can make a donation to our work or set up a fundraising page for your event. Whether you’re taking part in our Break The Cycle event, running a marathon or doing your own amazing thing for us we are here to help.
It’s quick and easy to set up and personalise your fundraising page. Your friends and family can donate to your page instantly though the secure server, which means there is also no need to chase for sponsorship money.
About the BSF
We aim to change lives through sport!
We identify cohorts of people in Greater Bristol and the West Of England who are in need of support and we design outcome-based programmes that help people make positive and informed lifestyle choices.  
","Ashton Gate Stadium,Ashton Road  Bristol,  BS3 2EJ",13/05/2020,27/05/2020
150,"Kal Karim",15334.09,"The Cambridge City Foodbank",,,,,"The Cambridge City Foodbank,2 Orwell House  Cowley Road,Cambridge  CB4 0PP",15/03/2020,01/06/2020
